data:text/csv;charset=utf-8,Query: select oh.order_no,ysl.ORDER_HEADER_KEY,ysl.SHIPMENT_KEY,ys.SHIPNODE_KEY,ys.STATUS,ys.STATUS_DATE,ys.DELIVERY_METHOD,ys.ORDER_TYPE,ys.EXTN_SHORT,ys.ASSIGNED_TO_USER_ID from yfs_shipment_line ysl,yfs_shipment ys,yfs_order_header OH where ysl.SHIPMENT_KEY=ys.SHIPMENT_KEY and oh.order_header_key=ysl.order_header_key and OH.order_header_key &gt;
RN,ORDER_NO,ORDER_HEADER_KEY,SHIPMENT_KEY,SHIPNODE_KEY,STATUS,STATUS_DATE,DELIVERY_METHOD,ORDER_TYPE,EXTN_SHORT,ASSIGNED_TO_USER_ID,
30,CO11406395,'202301011326342703340855,'202301011328242703341475,COCV_402,9000,2023-01-01 14:11:03.0,SHP,SHP,BO,ariza.rudby_m,
31,CO11406404,'202301011403342703370745,'202301011405032703371636,COCV_262,9000,2023-01-01 14:25:23.0,SHP,SHP,null,null,
32,CO11406405,'202301011416332703381696,'202301011419022703382469,COCV_545,9000,2023-01-01 14:21:20.0,SHP,SHP,BO,pena.angie_m,
33,CO11406405,'202301011416332703381696,'202301011422582703390145,COCV_378,9000,2023-01-01 14:25:33.0,SHP,SHP,CNCL,garzon.judy_m,
34,CO11406414,'202301011503342703434344,'202301011506042703435838,COCV_101,9000,2023-01-01 15:08:15.0,SHP,SHP,BO,clavijo.kelly_m,
35,CO11406415,'202301011503342703434334,'202301011506032703435801,COCV_262,9000,2023-01-01 15:26:22.0,SHP,SHP,null,null,
36,CO11406416,'202301011506322703436180,'202301011508072703437220,COCV_190,9000,2023-01-01 15:08:49.0,SHP,SHP,BO,ulloa.estephany_m,
37,CO11406423,'202301011533342703474839,'202301011535242703476013,COCV_660,9000,2023-01-01 15:56:22.0,SHP,SHP,null,null,
38,CO11406487,'202301011511332703445603,'202301011514042703447561,COCV_156,9000,2023-01-01 15:16:28.0,SHP,SHP,BO,carreno.felix_m,
39,CO11406493,'202301011526352703462552,'202301011528252703464315,COCV_190,9000,2023-01-01 15:31:09.0,SHP,SHP,BO,ulloa.estephany_m,
40,CO11406508,'202301011606342703514359,'202301011608562703515610,COCV_391,9000,2023-01-01 16:11:03.0,SHP,SHP,BO,hernandez.luz_m,
41,CO11406512,'202301011613352703524193,'202301011615032703525216,COCV_155,9000,2023-01-01 16:17:37.0,SHP,SHP,BO,obando.mayra_m,
42,CO11406515,'202301011618342703527106,'202301011621012703534395,COCV_556,9000,2023-01-01 16:23:15.0,SHP,SHP,BO,cadavid.nicolas_m,
43,CO11406534,'202301011703342703588947,'202301011706052703590352,COCV_881,9000,2023-01-01 17:07:00.0,SHP,SHP,BO,medina.natalia_m,
44,CO11406535,'202301011708312703592036,'202301011710002703592884,COCV_411,9000,2023-01-01 17:15:04.0,SHP,SHP,BO,tapias.jenny_m,
45,CO11406542,'202301011723352703612637,'202301011726012703614033,COCV_155,9000,2023-01-01 17:29:50.0,SHP,SHP,BO,obando.mayra_m,
46,CO11406544,'202301011736312703627079,'202301011738242703627919,COCV_551,9000,2023-01-01 17:42:26.0,SHP,SHP,BO,restrepo.maria_m,
47,CO11406546,'202301011753372703648475,'202301011755312703650285,COCV_885,9000,2023-01-01 18:00:51.0,SHP,SHP,BO,tavina.mayra_m,
48,CO11406548,'202301011803352703660444,'202301011805082703661498,COCV_885,9000,2023-01-01 18:07:49.0,SHP,SHP,BO,tavina.mayra_m,
49,CO11406551,'202301011801322703659303,'202301011803052703660007,COCV_696,9000,2023-01-01 18:06:14.0,SHP,SHP,BO,martinez.marly_m,
50,CO11406562,'202301011853312703717969,'202301011855242703719281,COCV_782,9000,2023-01-01 19:15:24.0,SHP,SHP,null,null,
51,CO11406583,'202301011726352703614329,'202301011727542703615038,COCV_156,9000,2023-01-01 17:48:23.0,SHP,SHP,null,null,
52,CO11406602,'202301011813352703673203,'202301011815042703674218,COCV_885,9000,2023-01-01 18:16:16.0,SHP,SHP,BO,tavina.mayra_m,
53,CO11406657,'202301012038362703838754,'202301012040242703842606,COCV_549,9000,2023-01-02 04:23:48.0,SHP,SHP,null,gonzalez.daniela_m,
54,CO11406658,'202301012043352703847433,'202301012045242703848612,COCV_181,9000,2023-01-01 20:55:35.0,SHP,SHP,BO,zapata.alejandra_m,
55,CO11406663,'202301012056352703861615,'202301012058282703862638,COCV_155,9000,2023-01-01 21:03:42.0,SHP,SHP,BO,obando.mayra_m,
56,CO11406692,'202301012026372703824723,'202301012029002703826831,COCV_405,9000,2023-01-01 20:31:04.0,SHP,SHP,BO,garcia.alexandra_m,
57,CO11406725,'202301012128362703897644,'202301012129592703898796,COCV_881,9000,2023-01-02 17:31:31.0,SHP,SHP,null,medina.natalia_m,
58,CO11406731,'202301012141362703916206,'202301012143232703917338,COCV_402,9000,2023-01-01 22:03:25.0,SHP,SHP,null,null,
59,CO11406744,'202301012208382703944715,'202301012211062703952096,COCV_402,9000,2023-01-01 22:31:26.0,SHP,SHP,null,null,
60,CO11406746,'202301012208382703944700,'202301012211062703952054,COCV_545,9000,2023-01-01 22:12:01.0,SHP,SHP,BO,aya.alexander_m,
61,CO11406746,'202301012208382703944700,'202301012213032703953237,COCV_378,9000,2023-01-01 22:16:59.0,SHP,SHP,CNCL,garzon.judy_m,
62,CO11406749,'202301012216332703955940,'202301012219102703957210,COCV_185,9000,2023-01-01 22:39:26.0,SHP,SHP,null,null,
63,CO11406749,'202301012216332703955940,'202301012242242703991305,COCV_470,9000,2023-01-01 22:43:59.0,SHP,SHP,CNCL,herrera.geraldine_m,
64,CO11406798,'202301012236372703981033,'202301012238232703982354,COCV_101,9000,2023-01-02 03:27:10.0,SHP,SHP,null,quintero.dayan_m,
65,CO11406810,'202301012303402704013169,'202301012306082704014891,COCV_262,9000,2023-01-01 23:26:26.0,SHP,SHP,null,null,
66,CO11406816,'202301012316362704025897,'202301012317582704026565,COCV_545,9000,2023-01-01 23:19:50.0,SHP,SHP,BO,aya.alexander_m,
67,CO11406817,'202301012316362704025924,'202301012318002704026645,COCV_101,9000,2023-01-01 23:22:32.0,SHP,SHP,BO,quintero.dayan_m,
68,CO11406817,'202301012316362704025924,'202301012324052704035809,COCV_549,9000,2023-01-01 23:25:35.0,SHP,SHP,CNCL,gonzalez.daniela_m,
69,CO11406817,'202301012316362704025924,'202301020747242705666851,COCV_739,9000,2023-01-02 12:05:25.0,SHP,SHP,CNCL,fonseca.yissel_m,
70,CO11406819,'202301012318362704026964,'202301012320122704029364,COCV_262,9000,2023-01-01 23:40:26.0,SHP,SHP,null,null,
71,CO11406824,'202301012328382704039211,'202301012330022704040313,COCV_556,9000,2023-01-01 23:46:20.0,SHP,SHP,BO,usuga.claudia_m,
72,CO11406833,'202301012338362704050777,'202301012340242704054127,COCV_262,9000,2023-01-02 00:00:27.0,SHP,SHP,null,null,
73,CO11406844,'202301020018362704106858,'202301020021122704114562,COCV_411,9000,2023-01-02 00:25:01.0,SHP,SHP,BO,aldana.luz_m,
74,CO11406854,'202301020038392704132417,'202301020040242704136107,COCV_262,9000,2023-01-02 01:00:28.0,SHP,SHP,null,null,
75,CO11406859,'202301020048372704144842,'202301020050242704147856,COCV_964,9000,2023-01-02 01:10:28.0,SHP,SHP,null,null,
76,CO11406867,'202301020113392704175508,'202301020116012704177080,COCV_556,9000,2023-01-02 03:11:17.0,SHP,SHP,null,usuga.claudia_m,
77,CO11406879,'202301020143382704208755,'202301020145252704209931,COCV_549,9000,2023-01-02 01:47:29.0,SHP,SHP,BO,acosta.ismael_m,
78,CO11406888,'202301012348332704063737,'202301012350242704067953,COCV_262,9000,2023-01-02 12:11:30.0,SHP,SHP,BO,deleon.cindy_m,
79,CO11406891,'202301012358382704075455,'202301020000272704080699,COCV_185,9000,2023-01-02 00:13:36.0,SHP,SHP,BO,orozco.evelin_m,
80,CO11406895,'202301020001372704086278,'202301020003142704090658,COCV_549,9000,2023-01-02 00:05:56.0,SHP,SHP,BO,acosta.ismael_m,
81,CO11406902,'202301020026402704117862,'202301020029032704119865,COCV_549,9000,2023-01-02 00:32:50.0,SHP,SHP,BO,acosta.ismael_m,
82,CO11406904,'202301020028362704119326,'202301020030592704127262,COCV_549,9000,2023-01-02 00:33:06.0,SHP,SHP,BO,acosta.ismael_m,
83,CO11406904,'202301020028362704119326,'202301020034532704130447,COCV_156,9000,2023-01-02 12:07:59.0,SHP,SHP,CNCL,carreno.felix_m,
84,CO11406934,'202301020133372704197748,'202301020135532704198943,COCV_825,9000,2023-01-02 12:50:55.0,SHP,SHP,BO,ruiz.alexander_m,
85,CO11406936,'202301020143382704208763,'202301020145252704209910,COCV_549,9000,2023-01-02 01:46:57.0,SHP,SHP,BO,acosta.ismael_m,
86,CO11406938,'202301020148372704211414,'202301020150242704214591,COCV_262,9000,2023-01-03 15:08:47.0,SHP,SHP,null,deleon.cindy_m,
87,CO11406943,'202301020213342704237199,'202301020215062704237882,COCV_378,9000,2023-01-02 12:11:29.0,SHP,SHP,BO,gutierrezv.angee_m,
88,CO11406949,'202301020243372704264538,'202301020245252704265577,COCV_453,9000,2023-01-02 12:20:27.0,SHP,SHP,null,null,
89,CO11406953,'202301020303392704280527,'202301020306132704282273,COCV_101,9000,2023-01-02 05:20:31.0,SHP,SHP,null,null,
90,CO11406954,'202301020303392704280516,'202301020306122704282232,COCV_101,9000,2023-01-02 03:26:30.0,SHP,SHP,null,null,
91,CO11406956,'202301020306392704282657,'202301020308152704283192,COCV_381,9000,2023-01-02 05:20:31.0,SHP,SHP,null,null,
92,CO11406963,'202301020353382704317647,'202301020356092704318012,COCV_381,9000,2023-01-02 04:16:31.0,SHP,SHP,null,null,
93,CO11406968,'202301020453382704344330,'202301020455242704344511,COCV_181,9000,2023-01-02 11:04:38.0,SHP,SHP,null,vargas.nathaly_m,
94,CO11406970,'202301020508372704348310,'202301020510112704348990,COCV_545,9000,2023-01-02 05:11:37.0,SHP,SHP,BO,leon.laura_m,
95,CO11406970,'202301020508372704348310,'202301020514082704350835,COCV_392,9000,2023-01-02 11:55:35.0,SHP,SHP,CNCL,rojas.nicolas_m,
96,CO11406971,'202301020808282705671780,'202301020811192705674607,COCV_101,9000,2023-01-02 08:31:30.0,SHP,SHP,null,null,
97,CO11406984,'202301020223362704247530,'202301020225052704248157,COCV_279,9000,2023-01-02 12:34:56.0,SHP,SHP,BO,orozco.natalia_m,
98,CO11406987,'202301020226392704249053,'202301020229022704250167,COCV_381,9000,2023-01-02 02:49:30.0,SHP,SHP,null,null,
99,CO11406994,'202301020246392704266133,'202301020248242704266624,COCV_101,9000,2023-01-02 05:20:30.0,SHP,SHP,null,null,
100,CO11406995,'202301020246392704266147,'202301020248242704266662,COCV_549,9000,2023-01-02 03:08:30.0,SHP,SHP,null,null,
101,CO11406995,'202301020246392704266147,'202301020312082704288955,COCV_101,9000,2023-01-02 03:32:31.0,SHP,SHP,null,null,
102,CO11407014,'202301020351382704317380,'202301020353242704317622,COCV_545,9000,2023-01-02 03:54:57.0,SHP,SHP,BO,leon.laura_m,
103,CO11407014,'202301020351382704317380,'202301020356092704318042,COCV_101,9000,2023-01-02 05:20:32.0,SHP,SHP,null,null,
104,CO11407016,'202301020401352704322111,'202301020404222704322455,COCV_381,9000,2023-01-02 05:20:33.0,SHP,SHP,null,null,
105,CO11407044,'202301021236302706407640,'202301021239012706409573,COCV_470,9000,2023-01-02 13:17:54.0,SHP,SHP,BO,herrera.geraldine_m,
106,CO11407048,'202301021241332706416915,'202301021242592706417439,COCV_378,9000,2023-01-02 12:46:51.0,SHP,SHP,BO,sereno.zunilda_m,
107,CO11407052,'202301021251342706428171,'202301021253242706429543,COCV_381,9000,2023-01-02 12:55:00.0,SHP,SHP,BO,carmona.julieta_m,
108,CO11407057,'202301021256312706431609,'202301021258252706433085,COCV_101,9000,2023-01-02 13:18:29.0,SHP,SHP,null,null,
109,CO11407073,'202301021333342706504199,'202301021336092706508534,COCV_181,9000,2023-01-02 13:38:00.0,SHP,SHP,BO,castano.styven_m,
110,CO11407082,'202301021236302706407655,'202301021239012706409603,COCV_545,9000,2023-01-02 12:40:20.0,SHP,SHP,BO,pena.angie_m,
111,CO11407093,'202301021311342706459204,'202301021313352706461274,COCV_391,9000,2023-01-02 13:14:35.0,SHP,SHP,BO,hernandez.luz_m,
112,CO11407095,'202301021316332706464860,'202301021318242706466210,COCV_845,9000,2023-01-03 16:51:48.0,SHP,SHP,null,polo.yuleidys_m,
113,CO11407097,'202301021321302706478547,'202301021324162706482668,COCV_378,9000,2023-01-02 13:26:12.0,SHP,SHP,BO,sereno.zunilda_m,
114,CO11407097,'202301021321302706478547,'202301021328042706487776,COCV_155,9000,2023-01-02 13:37:00.0,SHP,SHP,CNCL,burgos.sandra_m,
115,CO11407108,'202301021343352706530376,'202301021346052706534772,COCV_643,9000,2023-01-02 13:47:28.0,SHP,SHP,BO,gomez.brayan_m,
116,CO11407121,'202301021356312706559169,'202301021358252706561278,COCV_411,9000,2023-01-04 13:48:50.0,SHP,SHP,PCNCL,ramirez.yaira_m,
117,CO11407157,'202301021446382706687499,'202301021448572706692887,COCV_220,9000,2023-01-02 14:54:55.0,SHP,SHP,BO,herrera.mariana_m,
118,CO11407185,'202301021403362706576964,'202301021406132706580956,COCV_874,9000,2023-01-02 14:08:11.0,SHP,SHP,BO,chavez.yuli_m,
119,CO11407192,'202301021406372706581377,'202301021408252706584686,COCV_116,9000,2023-01-02 14:28:26.0,SHP,SHP,null,null,
120,CO11407193,'202301021408352706585196,'202301021410212706590720,COCV_874,9000,2023-01-02 14:30:27.0,SHP,SHP,null,null,
121,CO11407211,'202301021421352706622777,'202301021423122706624920,COCV_381,9000,2023-01-02 14:24:08.0,SHP,SHP,BO,carmona.julieta_m,
122,CO11407215,'202301021426342706632229,'202301021429062706636279,COCV_262,9000,2023-01-02 14:41:45.0,SHP,SHP,BO,deleon.cindy_m,
123,CO11407231,'202301021446382706687506,'202301021448572706692916,COCV_378,9000,2023-01-02 14:49:26.0,SHP,SHP,BO,sereno.zunilda_m,
124,CO11407240,'202301021451342706705699,'202301021453242706708567,COCV_266,9000,2023-01-02 15:13:27.0,SHP,SHP,null,null,
125,CO11407251,'202301021503362706741137,'202301021505272706745378,COCV_190,9000,2023-01-02 15:07:52.0,SHP,SHP,BO,maestre.deisy_m,
126,CO11407261,'202301021508342706751023,'202301021511172706766490,COCV_577,9000,2023-01-02 15:17:42.0,SHP,SHP,BO,escobar.diana_m,
127,CO11407272,'202301021526382706802833,'202301021528102706806118,COCV_190,9000,2023-01-02 15:29:54.0,SHP,SHP,BO,maestre.deisy_m,
128,CO11407274,'202301021526382706802796,'202301021528082706805990,COCV_816,9000,2023-01-02 15:31:24.0,SHP,SHP,BO,gonzalez.diana_m,
129,CO11407298,'202301021536382706830638,'202301021538112706833828,COCV_220,9000,2023-01-02 15:58:27.0,SHP,SHP,null,null,
130,CO11407302,'202301021538342706834906,'202301021540092706838801,COCV_896,9000,2023-01-02 16:00:26.0,SHP,SHP,null,null,
131,CO11407308,'202301021551352706876608,'202301021553252706879251,COCV_885,9000,2023-01-02 15:59:39.0,SHP,SHP,BO,rolong.bleidys_m,
132,CO11407309,'202301021548312706863606,'202301021549582706865862,COCV_545,9000,2023-01-02 15:52:54.0,SHP,SHP,BO,pena.angie_m,
133,CO11407316,'202301021603362706908586,'202301021605272706913299,COCV_156,9000,2023-01-03 17:15:55.0,SHP,SHP,null,ventura.nataly_m,
134,CO11407328,'202301021613322706937799,'202301021616232706944629,COCV_181,9000,2023-01-02 16:18:53.0,SHP,SHP,BO,castano.styven_m,
135,CO11407329,'202301021611352706934419,'202301021614162706939497,COCV_378,9000,2023-01-02 16:17:32.0,SHP,SHP,BO,sereno.zunilda_m,
136,CO11407340,'202301021618372706948483,'202301021621202706961670,COCV_391,9000,2023-01-02 16:21:59.0,SHP,SHP,BO,hernandez.luz_m,
137,CO11407351,'202301021631362706992541,'202301021633072706995564,COCV_885,9000,2023-01-02 16:36:07.0,SHP,SHP,BO,rolong.bleidys_m,
138,CO11407385,'202301021543342706852056,'202301021546002706858534,COCV_577,9000,2023-01-02 16:08:48.0,SHP,SHP,BO,escobar.diana_m,
139,CO11407433,'202301021625042706969911,'202301021627102706975400,COCV_411,9000,2023-01-02 16:29:55.0,SHP,SHP,BO,ramirez.yaira_m,
140,CO11407446,'202301021641322707020711,'202301021643072707023994,COCV_391,9000,2023-01-02 16:44:51.0,SHP,SHP,BO,hernandez.luz_m,
141,CO11407502,'202301021713312707106648,'202301021715252707110835,COCV_747,9000,2023-01-02 17:35:27.0,SHP,SHP,null,null,
142,CO11407512,'202301021728362707140203,'202301021730092707144372,COCV_116,9000,2023-01-02 17:50:28.0,SHP,SHP,null,null,
143,CO11407515,'202301021728352707140188,'202301021730082707144291,COCV_116,9000,2023-01-02 17:50:27.0,SHP,SHP,null,null,
144,CO11407517,'202301021731372707152466,'202301021734092707157437,COCV_181,9000,2023-01-02 17:39:34.0,SHP,SHP,BO,zapata.alejandra_m,
145,CO11407519,'202301021731372707152458,'202301021734082707157339,COCV_874,9000,2023-01-02 17:44:31.0,SHP,SHP,null,chavez.yuli_m,
146,CO11407521,'202301021736322707162059,'202301021738162707165002,COCV_949,9000,2023-01-02 17:45:05.0,SHP,SHP,null,vallecilla.soraya_m,
147,CO11407526,'202301021738372707165767,'202301021740082707169097,COCV_949,9000,2023-01-02 17:45:33.0,SHP,SHP,BO,vallecilla.soraya_m,
148,CO11407529,'202301021746412707187070,'202301021748022707189863,COCV_391,9000,2023-01-02 17:49:07.0,SHP,SHP,BO,hernandez.luz_m,
149,CO11407588,'202301021738372707165786,'202301021740082707169532,COCV_696,9000,2023-01-02 17:41:56.0,SHP,SHP,BO,osorno.laura_m,
150,CO11407615,'202301021806402707234759,'202301021808252707238045,COCV_156,9000,2023-01-02 18:12:57.0,SHP,SHP,BO,ventura.nataly_m,
151,CO11407616,'202301021806402707234805,'202301021808272707238298,COCV_190,9000,2023-01-02 18:09:52.0,SHP,SHP,BO,rodriguez.yudy_m,
152,CO11407633,'202301021828362707288761,'202301021831062707300097,COCV_282,9000,2023-01-02 18:51:28.0,SHP,SHP,null,null,
153,CO11407648,'202301021846422707336064,'202301021849052707340269,COCV_545,9000,2023-01-02 18:50:42.0,SHP,SHP,BO,aya.alexander_m,
154,CO11407651,'202301021846422707336119,'202301021849072707340427,COCV_739,9000,2023-01-02 18:51:04.0,SHP,SHP,BO,prada.blancanineyi_m,
155,CO11407661,'202301021853352707357117,'202301021855262707360274,COCV_666,9000,2023-01-02 18:57:31.0,SHP,SHP,BO,amaya.amelie_m,
156,CO11407670,'202301021906402707385559,'202301021908262707388702,COCV_262,9000,2023-01-03 11:27:13.0,SHP,SHP,null,deleon.cindy_m,
157,CO11407675,'202301021913322707404175,'202301021915232707408144,COCV_949,9000,2023-01-02 19:24:43.0,SHP,SHP,BO,vallecilla.soraya_m,
158,CO11407697,'202301021846422707336112,'202301021849072707340404,COCV_844,9000,2023-01-02 19:09:28.0,SHP,SHP,null,null,
159,CO11407761,'202301022001322707520047,'202301022003252707521599,COCV_816,9000,2023-01-02 20:23:28.0,SHP,SHP,null,null,
160,CO11407761,'202301022001322707520047,'202301022027052707583520,COCV_577,9000,2023-01-02 20:37:52.0,SHP,SHP,CNCL,escobar.diana_m,
161,CO11407767,'202301022008372707532487,'202301022010252707538937,COCV_643,9000,2023-01-02 20:11:58.0,SHP,SHP,BO,gomez.brayan_m,
162,CO11407770,'202301022011372707545921,'202301022014162707550450,COCV_402,9000,2023-01-02 20:16:18.0,SHP,SHP,BO,ariza.rudby_m,
163,CO11407770,'202301022011372707545921,'202301022018182707558271,COCV_190,9000,2023-01-02 20:21:38.0,SHP,SHP,CNCL,bejarano.amparo_m,
164,CO11407786,'202301021926392707433747,'202301021928132707435676,COCV_577,9000,2023-01-02 19:30:39.0,SHP,SHP,BO,escobar.diana_m,
165,CO11407815,'202301022003372707522386,'202301022005272707526193,COCV_174,9000,2023-01-02 20:25:28.0,SHP,SHP,null,null,
166,CO11407831,'202301022021332707570732,'202301022023102707574073,COCV_660,9000,2023-01-02 20:35:17.0,SHP,SHP,BO,zabaleta.arcelio_m,
167,CO11407868,'202301022103382707682175,'202301022105272707685637,COCV_551,9000,2023-01-02 21:07:18.0,SHP,SHP,BO,beltran.luz_m,
168,CO11407868,'202301022103382707682175,'202301022108252707690049,COCV_378,9000,2023-01-02 21:10:36.0,SHP,SHP,CNCL,vanegass.laura_m,
169,CO11407868,'202301022103382707682175,'202301022317192708001723,COCV_545,9000,2023-01-03 02:05:53.0,SHP,SHP,null,aya.alexander_m,
170,CO11407886,'202301022023372707575675,'202301022025182707580274,COCV_696,9000,2023-01-02 20:28:20.0,PICK,PICK,CNCL,martinez.marly_m,
171,CO11407943,'202301022126412707738257,'202301022128112707740297,COCV_545,9000,2023-01-02 21:31:24.0,SHP,SHP,BO,aya.alexander_m,
172,CO11407948,'202301022133382707756679,'202301022136082707761415,COCV_782,9000,2023-01-02 21:38:23.0,SHP,SHP,BO,montenegro.erika_m,
173,CO11407959,'202301022146372707786256,'202301022148042707788953,COCV_666,9000,2023-01-02 21:49:17.0,SHP,SHP,BO,amaya.amelie_m,
174,CO11407991,'202301022126412707738250,'202301022128102707740272,COCV_174,9000,2023-01-02 21:48:29.0,SHP,SHP,null,null,
175,CO11408034,'202301022221342707870999,'202301022223412707874896,COCV_949,9000,2023-01-02 22:24:39.0,SHP,SHP,BO,quintero.johan_m,
176,CO11408051,'202301022236372707906102,'202301022239082707910286,COCV_545,9000,2023-01-02 22:40:07.0,SHP,SHP,BO,aya.alexander_m,
177,CO11408058,'202301022238382707909708,'202301022241022707920304,COCV_885,9000,2023-01-02 22:45:16.0,SHP,SHP,BO,avila.julith_m,
178,CO11408066,'202301022246422707932050,'202301022249052707936158,COCV_378,9000,2023-01-02 22:51:22.0,SHP,SHP,BO,vanegass.laura_m,
179,CO11408066,'202301022246422707932050,'202301022253042707950455,COCV_545,9000,2023-01-02 22:55:30.0,SHP,SHP,BO,aya.alexander_m,
180,CO11408089,'202301022216362707856703,'202301022218162707858121,COCV_392,9000,2023-01-03 11:57:25.0,SHP,SHP,null,aguirre.dora_m,
181,CO11408093,'202301022221342707870991,'202301022223412707874863,COCV_696,9000,2023-01-03 14:30:59.0,SHP,SHP,null,martinez.marly_m,
182,CO11408107,'202301022236382707906127,'202301022239082707910341,COCV_378,9000,2023-01-02 22:42:25.0,SHP,SHP,BO,vanegass.laura_m,
183,CO11408125,'202301022258372707961096,'202301022300262707967491,COCV_391,9000,2023-01-02 23:05:26.0,SHP,SHP,BO,galvis.heydi_m,
184,CO11408134,'202301022306372707980931,'202301022308242707983060,COCV_896,9000,2023-01-03 21:25:03.0,SHP,SHP,null,gelves.omaira_m,
185,CO11408149,'202301022331372708041203,'202301022334132708044587,COCV_155,9000,2023-01-02 23:36:24.0,SHP,SHP,BO,rodriguez.cristian_m,
