data:text/csv;charset=utf-8,Query: select oh.order_no,ysl.ORDER_HEADER_KEY,ysl.SHIPMENT_KEY,ys.SHIPNODE_KEY,ys.STATUS,ys.STATUS_DATE,ys.DELIVERY_METHOD,ys.ORDER_TYPE,ys.EXTN_SHORT,ys.ASSIGNED_TO_USER_ID from yfs_shipment_line ysl,yfs_shipment ys,yfs_order_header OH where ysl.SHIPMENT_KEY=ys.SHIPMENT_KEY and oh.order_header_key=ysl.order_header_key and OH.order_header_key &gt;
RN,ORDER_NO,ORDER_HEADER_KEY,SHIPMENT_KEY,SHIPNODE_KEY,STATUS,STATUS_DATE,DELIVERY_METHOD,ORDER_TYPE,EXTN_SHORT,ASSIGNED_TO_USER_ID,
162,COCC11263567,'202301010418222701068330,'202301010555012701102486,COCV_174,9000,2023-01-01 06:20:02.0,SHP,SHP,BO,monsalve.claudia_m,
163,COCC11263569,'202301010427082701072826,'202301010437222701077234,COCV_190,9000,2023-01-01 13:41:16.0,SHP,SHP,null,ulloa.estephany_m,
164,COCC11263570,'202301010432432701076608,'202301010450082701081240,COCV_551,9000,2023-01-01 04:52:19.0,SHP,SHP,BO,bautista.maria_m,
165,COCC11263572,'202301010441212701080326,'202301011220592703283068,COCV_190,9000,2023-01-01 12:41:27.0,SHP,SHP,null,null,
166,COCC11263574,'202301010515562701091565,'202301010524232701094033,COCV_885,9000,2023-01-01 11:58:22.0,SHP,SHP,BO,tavina.mayra_m,
167,COCC11263576,'202301010532472701097199,'202301010540162701098134,COCV_381,9000,2023-01-01 12:20:28.0,SHP,SHP,null,null,
168,COCC11263583,'202301010732472702551092,'202301010738212702551439,COCV_155,9000,2023-01-01 07:58:27.0,SHP,SHP,null,null,
169,COCC11263583,'202301010732472702551092,'202301010801062702558407,COCV_190,9000,2023-01-01 08:21:27.0,SHP,SHP,null,null,
170,COCC11263585,'202301010805012702558863,'202301010811032702562244,COCV_411,9000,2023-01-01 08:13:03.0,SHP,SHP,BO,arenas.jenny_m,
171,COCC11263585,'202301010805012702558863,'202301010815012702562853,COCV_190,9000,2023-01-01 08:32:52.0,SHP,SHP,BO,ulloa.estephany_m,
172,COCC11263585,'202301010805012702558863,'202301010834232702933724,COCV_155,9000,2023-01-01 13:23:04.0,SHP,SHP,null,galvis.fernando_m,
173,COCC11263586,'202301010810422702561696,'202301010825232702566648,COCV_411,9000,2023-01-01 08:29:00.0,SHP,SHP,BO,arenas.jenny_m,
174,COCC11263586,'202301010810422702561696,'202301010830232702589835,COCV_190,9000,2023-01-01 09:32:31.0,SHP,SHP,null,ulloa.estephany_m,
175,COCC11263589,'202301011040122703238251,'202301011047192703240537,COCV_545,9000,2023-01-01 10:48:58.0,SHP,SHP,BO,leon.laura_m,
176,COCC11263590,'202301011105442703248153,'202301011110032703249214,COCV_381,9000,2023-01-01 12:20:28.0,SHP,SHP,null,null,
177,COCC11263591,'202301011128402703256729,'202301011135242703259993,COCV_220,9000,2023-01-01 11:55:28.0,SHP,SHP,null,null,
178,COCC11263599,'202301011230292703286275,'202301011238232703289239,COCV_190,9000,2023-01-01 12:58:27.0,SHP,SHP,null,null,
179,COCC11263601,'202301011242092703293469,'202301011422582703390119,COCV_411,9000,2023-01-01 14:28:07.0,SHP,SHP,BO,tapias.jenny_m,
180,COCC11263603,'202301011245272703294184,'202301011304042703308018,COCV_897,9000,2023-01-01 15:11:47.0,SHP,SHP,BO,herrera.ingrid_m,
181,COCC11263615,'202301011259152703300701,'202301011306072703308766,COCV_156,9000,2023-01-01 14:06:12.0,SHP,SHP,BO,carreno.felix_m,
182,COCC11263616,'202301011259472703301206,'202301011304042703307990,COCV_155,9000,2023-01-01 15:24:12.0,SHP,SHP,null,obando.mayra_m,
183,COCC11263626,'202301011318232703334294,'202301011323542703340257,COCV_885,9000,2023-01-01 13:31:36.0,SHP,SHP,null,tavina.mayra_m,
184,COCC11263627,'202301011320352703337133,'202301011325242703340545,COCV_391,9000,2023-01-01 15:28:54.0,SHP,SHP,null,hernandez.luz_m,
185,COCC11263645,'202301011344362703355409,'202301011348182703356135,COCV_100,9000,2023-01-01 14:08:25.0,SHP,SHP,null,null,
186,COCC11263648,'202301011348462703356254,'202301011355162703362654,COCV_100,9000,2023-01-01 14:15:25.0,SHP,SHP,null,null,
187,COCC11263656,'202301011401412703370357,'202301011413042703380698,COCV_262,9000,2023-01-01 14:33:23.0,SHP,SHP,null,null,
188,COCC11263679,'202301011434242703401076,'202301011440232703405350,COCV_881,9000,2023-01-01 15:17:21.0,SHP,SHP,null,medina.natalia_m,
189,COCC11263692,'202301011447042703411634,'202301011451212703420495,COCV_621,9000,2023-01-01 14:54:09.0,SHP,SHP,BO,jimenez.maira_m,
190,COCC11263703,'202301011456032703423266,'202301011509592703438272,COCV_381,9000,2023-01-01 15:13:15.0,SHP,SHP,BO,carmona.julieta_m,
191,COCC11263703,'202301011456032703423266,'202301011516062703448641,COCV_643,9000,2023-01-01 15:21:07.0,SHP,SHP,CNCL,gomez.brayan_m,
192,COCC11263705,'202301011456522703423893,'202301011502082703433593,COCV_190,9000,2023-01-01 15:03:04.0,SHP,SHP,BO,ulloa.estephany_m,
193,COCC11263708,'202301011459322703425438,'202301011502082703433612,COCV_220,9000,2023-01-01 15:07:47.0,SHP,SHP,BO,santa.valentina_m,
194,COCC11263713,'202301011500302703429087,'202301011514052703447614,COCV_156,9000,2023-01-01 15:16:32.0,SHP,SHP,BO,nieto.angie_m,
195,COCC11263713,'202301011500302703429087,'202301011518032703450494,COCV_181,9000,2023-01-01 15:26:02.0,SHP,SHP,null,null,
196,COCC11263720,'202301011503372703434426,'202301011508062703437183,COCV_262,9000,2023-01-01 15:28:23.0,SHP,SHP,null,null,
197,COCC11263731,'202301011511462703445750,'202301011531242703473299,COCV_262,9000,2023-01-01 15:45:53.0,SHP,SHP,BO,deleon.cindy_m,
198,COCC11263733,'202301011513102703446636,'202301011522002703459362,COCV_816,9000,2023-01-01 15:26:24.0,SHP,SHP,BO,meneses.vanesa_m,
199,COCC11263755,'202301011526092703462137,'202301011528262703464406,COCV_621,9000,2023-01-01 15:32:10.0,SHP,SHP,BO,jimenez.maira_m,
200,COCC11263755,'202301011526092703462137,'202301011533242703474640,COCV_220,9000,2023-01-01 15:35:47.0,SHP,SHP,CNCL,santa.valentina_m,
201,COCC11263761,'202301011532142703473769,'202301011538242703477556,COCV_660,9000,2023-01-01 15:59:22.0,SHP,SHP,null,null,
202,COCC11263777,'202301011547142703489528,'202301011621022703534416,COCV_156,9000,2023-01-01 16:23:46.0,SHP,SHP,BO,nieto.angie_m,
203,COCC11263796,'202301011603162703512150,'202301011610582703522088,COCV_76,9000,2023-01-01 18:03:22.0,SHP,SHP,null,tapasco.thalia_m,
204,COCC11263808,'202301011615402703525508,'202301011624582703536811,COCV_190,9000,2023-01-01 16:27:21.0,SHP,SHP,BO,maestre.deisy_m,
205,COCC11263811,'202301011619402703527854,'202301011629242703540160,COCV_897,9000,2023-01-02 12:28:04.0,SHP,SHP,null,herrera.ingrid_m,
206,COCC11263850,'202301011644552703563485,'202301011651172703573356,COCV_220,9000,2023-01-01 16:55:23.0,SHP,SHP,null,null,
207,COCC11263852,'202301011646512703564729,'202301011700062703581055,COCV_782,9000,2023-01-01 19:19:35.0,SHP,SHP,PCNCL,correa.lina_m,
208,COCC11263855,'202301011650302703570061,'202301011656152703576996,COCV_621,9000,2023-01-01 17:11:10.0,SHP,SHP,null,jimenez.maira_m,
209,COCC11263860,'202301011652232703574176,'202301011656162703577062,COCV_21,9000,2023-01-01 17:01:39.0,SHP,SHP,BO,diaz.john_m,
210,COCC11263861,'202301011653122703574544,'202301011658142703578385,COCV_220,9000,2023-01-01 16:59:22.0,SHP,SHP,BO,santa.valentina_m,
211,COCC11263884,'202301011705332703590199,'202301011709592703592822,COCV_76,9000,2023-01-01 17:14:05.0,SHP,SHP,BO,tapasco.thalia_m,
212,COCC11263893,'202301011709272703592512,'202301011838232703698819,COCV_816,9000,2023-01-01 18:45:59.0,SHP,SHP,BO,meneses.vanesa_m,
213,COCC11263893,'202301011709272703592512,'202301011847102703709145,COCV_782,9000,2023-01-01 19:07:25.0,SHP,SHP,null,null,
214,COCC11263894,'202301011709442703592717,'202301011716042703601950,COCV_621,9000,2023-01-01 18:47:23.0,SHP,SHP,null,jimenez.maira_m,
215,COCC11263907,'202301011718282703603148,'202301011720042703604754,COCV_621,9000,2023-01-01 17:25:55.0,SHP,SHP,BO,jimenez.maira_m,
216,COCC11263910,'202301011720562703610406,'202301011724012703612911,COCV_739,9000,2023-01-01 17:27:44.0,SHP,SHP,BO,prada.blancanineyi_m,
217,COCC11263910,'202301011720562703610406,'202301011729242703616410,COCV_688,9000,2023-01-01 17:30:17.0,SHP,SHP,CNCL,ibague.laura_m,
218,COCC11263970,'202301011806122703662100,'202301011817032703675250,COCV_392,9000,2023-01-01 18:19:15.0,SHP,SHP,BO,aldana.leidy_m,
219,COCC11264006,'202301011825162703686537,'202301011831242703695088,COCV_666,9000,2023-01-01 18:33:23.0,SHP,SHP,BO,perez.rosa_m,
220,COCC11264011,'202301011830142703691115,'202301011834242703696698,COCV_220,9000,2023-01-01 18:52:17.0,SHP,SHP,null,santa.valentina_m,
221,COCC11264012,'202301011831232703695083,'202301011836242703697329,COCV_90,9000,2023-01-01 18:40:59.0,SHP,SHP,BO,cardona.leidy_m,
222,COCC11264012,'202301011831232703695083,'202301011842232703706416,COCV_87,9000,2023-01-01 18:53:39.0,SHP,SHP,null,null,
223,COCC11264023,'202301011840222703702079,'202301011843242703707090,COCV_621,9000,2023-01-01 19:03:24.0,SHP,SHP,null,null,
224,COCC11264028,'202301011845352703708127,'202301011849202703709978,COCV_220,9000,2023-01-01 20:19:38.0,SHP,SHP,null,santa.valentina_m,
225,COCC11264055,'202301011902522703729619,'202301011911572703741190,COCV_155,9000,2023-01-01 19:16:18.0,SHP,SHP,BO,rodriguez.cristian_m,
226,COCC11264076,'202301011920122703747646,'202301011922032703754018,COCV_220,9000,2023-01-01 19:34:55.0,SHP,SHP,BO,santa.valentina_m,
227,COCC11264087,'202301011925142703756102,'202301011931252703765916,COCV_116,9000,2023-01-01 19:52:24.0,SHP,SHP,null,null,
228,COCC11264117,'202301011941122703778404,'202301011944242703780516,COCV_21,9000,2023-01-01 20:04:24.0,SHP,SHP,null,null,
229,COCC11264155,'202301012015352703812968,'202301012021052703821375,COCV_76,9000,2023-01-01 20:26:23.0,SHP,SHP,BO,rudas.mary_m,
230,COCC11264164,'202301012021342703821697,'202301012026592703824937,COCV_578,9000,2023-01-01 21:17:49.0,SHP,SHP,null,burbano.marinela_m,
231,COCC11264165,'202301012021452703821726,'202301012025042703823940,COCV_549,9000,2023-01-02 13:51:50.0,SHP,SHP,null,acosta.ismael_m,
232,COCC11264173,'202301012027452703825550,'202301012040242703842059,COCV_688,9000,2023-01-01 20:42:27.0,SHP,SHP,BO,ibague.laura_m,
233,COCC11264182,'202301012031152703834253,'202301012058292703862713,COCV_155,9000,2023-01-01 21:08:41.0,SHP,SHP,BO,obando.mayra_m,
234,COCC11264190,'202301012041432703846039,'202301012045252703848654,COCV_549,9000,2023-01-01 20:46:27.0,SHP,SHP,BO,gonzalez.daniela_m,
235,COCC11264191,'202301012043132703846985,'202301012047242703849902,COCV_666,9000,2023-01-01 20:52:28.0,SHP,SHP,BO,perez.rosa_m,
236,COCC11264192,'202301012045182703848498,'202301012049102703850760,COCV_76,9000,2023-01-01 22:30:46.0,SHP,SHP,null,rudas.mary_m,
237,COCC11264209,'202301012105092703871340,'202301012112022703880899,COCV_76,9000,2023-01-01 22:36:28.0,SHP,SHP,null,rudas.mary_m,
238,COCC11264222,'202301012115502703883537,'202301012122042703893424,COCV_279,9000,2023-01-01 21:30:58.0,SHP,SHP,null,null,
239,COCC11264226,'202301012116512703884161,'202301012126022703896309,COCV_885,9000,2023-01-01 21:33:31.0,SHP,SHP,BO,pedraza.merlynrocio_m,
240,COCC11264256,'202301012135352703907393,'202301012140242703912447,COCV_402,9000,2023-01-01 22:00:25.0,SHP,SHP,null,null,
241,COCC11264261,'202301012139022703909144,'202301012142232703916664,COCV_101,9000,2023-01-01 21:45:28.0,SHP,SHP,BO,quintero.dayan_m,
242,COCC11264277,'202301012153582703930131,'202301012159292703933637,COCV_551,9000,2023-01-01 23:28:34.0,SHP,SHP,null,beltran.luz_m,
243,COCC11264286,'202301012202512703940713,'202301021449002706693150,COCV_101,9000,2023-01-02 15:02:55.0,SHP,SHP,BO,paez.monica_m,
244,COCC11264286,'202301012202512703940713,'202301021504262706742424,COCV_381,9000,2023-01-02 15:05:31.0,SHP,SHP,CNCL,carmona.julieta_m,
245,COCC11264300,'202301012214252703954352,'202301012219092703957161,COCV_220,9000,2023-01-01 22:27:19.0,SHP,SHP,BO,herrera.mariana_m,
246,COCC11264313,'202301012225032703966867,'202301012228592703968527,COCV_621,9000,2023-01-01 23:29:16.0,SHP,SHP,null,grajales.marlly_m,
247,COCC11264352,'202301012248132703995221,'202301012253232704003437,COCV_596,9000,2023-01-01 22:56:54.0,SHP,SHP,BO,atehortua.fernan_m,
248,COCC11264369,'202301012300332704009966,'202301012310072704018098,COCV_381,9000,2023-01-01 23:11:13.0,SHP,SHP,BO,aguilera.catalina_m,
249,COCC11264375,'202301012305352704014353,'202301012312062704023856,COCV_545,9000,2023-01-01 23:13:22.0,SHP,SHP,BO,aya.alexander_m,
250,COCC11264382,'202301012309512704017259,'202301012315592704025686,COCV_155,9000,2023-01-01 23:20:04.0,SHP,SHP,BO,obando.mayra_m,
251,COCC11264387,'202301012314122704025052,'202301012318002704026672,COCV_90,9000,2023-01-01 23:38:26.0,SHP,SHP,null,null,
252,COCC11264396,'202301012320432704033290,'202301012324042704035756,COCV_549,9000,2023-01-01 23:27:13.0,SHP,SHP,BO,gonzalez.daniela_m,
253,COCC11264396,'202301012320432704033290,'202301012328032704038595,COCV_825,9000,2023-01-01 23:30:48.0,SHP,SHP,CNCL,gonzalez.reiney_m,
254,COCC11264402,'202301012325122704036453,'202301012328022704038522,COCV_90,9000,2023-01-01 23:48:26.0,SHP,SHP,null,null,
255,COCC11264407,'202301012328272704038877,'202301012333552704048211,COCV_220,9000,2023-01-01 23:41:40.0,SHP,SHP,BO,herrera.mariana_m,
256,COCC11264414,'202301012334352704048667,'202301012341242704058372,COCV_549,9000,2023-01-01 23:44:04.0,SHP,SHP,BO,acosta.ismael_m,
257,COCC11264418,'202301012337302704050347,'202301012343252704059380,COCV_549,9000,2023-01-01 23:44:32.0,SHP,SHP,BO,acosta.ismael_m,
258,COCC11264424,'202301012340562704058077,'202301012346242704062149,COCV_262,9000,2023-01-02 00:06:27.0,SHP,SHP,null,null,
259,COCC11264436,'202301012347452704063243,'202301012358202704074958,COCV_381,9000,2023-01-01 23:59:56.0,SHP,SHP,BO,aguilera.catalina_m,
260,COCC11264449,'202301012359532704076159,'202301020005132704094019,COCV_549,9000,2023-01-02 13:55:31.0,SHP,SHP,null,acosta.ismael_m,
261,COCC11264470,'202301020012052704103001,'202301020023032704115937,COCV_549,9000,2023-01-02 00:28:08.0,SHP,SHP,BO,acosta.ismael_m,
262,COCC11264471,'202301020012452704103229,'202301020018592704107000,COCV_90,9000,2023-01-02 00:39:27.0,SHP,SHP,null,null,
263,COCC11264502,'202301020036022704131045,'202301020039252704132792,COCV_76,9000,2023-01-02 01:14:47.0,SHP,SHP,null,rudas.mary_m,
264,COCC11264519,'202301020045522704143536,'202301020048252704144776,COCV_262,9000,2023-01-02 01:08:29.0,SHP,SHP,null,null,
265,COCC11264521,'202301020046432704144089,'202301020053092704151932,COCV_185,9000,2023-01-02 14:25:56.0,SHP,SHP,null,orozco.evelin_m,
266,COCC11264552,'202301020108542704167456,'202301020116022704177199,COCV_621,9000,2023-01-02 01:20:42.0,SHP,SHP,BO,grajales.marlly_m,
267,COCC11264560,'202301020115152704176585,'202301020119562704179634,COCV_101,9000,2023-01-02 01:25:03.0,SHP,SHP,BO,quintero.dayan_m,
268,COCC11264560,'202301020115152704176585,'202301020232582704255700,COCV_549,9000,2023-01-02 13:59:30.0,SHP,SHP,null,nino.claudia_m,
269,COCC11264569,'202301020127392704189343,'202301020131592704196665,COCV_549,9000,2023-01-02 01:33:29.0,SHP,SHP,BO,acosta.ismael_m,
270,COCC11264570,'202301020128232704189720,'202301020135522704198834,COCV_551,9000,2023-01-02 01:40:10.0,SHP,SHP,null,bautista.maria_m,
271,COCC11264580,'202301020137422704199942,'202301020141242704207212,COCV_545,9000,2023-01-02 01:42:28.0,SHP,SHP,BO,leon.laura_m,
272,COCC11264580,'202301020137422704199942,'202301020144242704209175,COCV_551,9000,2023-01-02 14:11:15.0,SHP,SHP,null,restrepo.maria_m,
273,COCC11264585,'202301020140492704206330,'202301020144242704209196,COCV_101,9000,2023-01-02 14:17:48.0,SHP,SHP,null,quintero.dayan_m,
274,COCC11264593,'202301020147072704210541,'202301020324042704297116,COCV_545,9000,2023-01-02 03:24:41.0,SHP,SHP,BO,leon.laura_m,
275,COCC11264593,'202301020147072704210541,'202301020326052704298675,COCV_181,9000,2023-01-02 11:37:04.0,SHP,SHP,null,vargas.nathaly_m,
276,COCC11264594,'202301020147212704210563,'202301020320062704292275,COCV_381,9000,2023-01-02 03:40:30.0,SHP,SHP,null,null,
277,COCC11264601,'202301020159172704222787,'202301020207162704230585,COCV_155,9000,2023-01-02 02:15:17.0,SHP,SHP,BO,obando.mayra_m,
278,COCC11264604,'202301020203342704229301,'202301020308142704283121,COCV_220,9000,2023-01-02 03:23:10.0,SHP,SHP,BO,herrera.mariana_m,
279,COCC11264619,'202301020222412704246936,'202301020227072704249317,COCV_556,9000,2023-01-02 02:47:30.0,SHP,SHP,null,null,
280,COCC11264634,'202301020256532704273812,'202301020301172704280033,COCV_621,9000,2023-01-02 03:21:30.0,SHP,SHP,null,null,
281,COCC11264641,'202301020326282704298959,'202301020330002704299759,COCV_381,9000,2023-01-02 03:50:31.0,SHP,SHP,null,null,
282,COCC11264642,'202301020342142704311347,'202301020344242704311739,COCV_381,9000,2023-01-02 04:04:31.0,SHP,SHP,null,null,
283,COCC11264654,'202301021152152706354768,'202301021155252706355877,COCV_391,9000,2023-01-02 12:26:33.0,SHP,SHP,null,hernandez.luz_m,
284,COCC11264655,'202301021154542706355708,'202301021159242706357420,COCV_76,9000,2023-01-02 12:22:08.0,SHP,SHP,null,tapasco.thalia_m,
285,COCC11264675,'202301021228582706395459,'202301021239042706409816,COCV_181,9000,2023-01-02 12:59:37.0,SHP,SHP,null,castano.styven_m,
286,COCC11264697,'202301021301192706443249,'202301021305142706446941,COCV_76,9000,2023-01-02 14:31:26.0,SHP,SHP,null,tapasco.thalia_m,
287,COCC11264709,'202301021313172706460544,'202301021318252706466280,COCV_220,9000,2023-01-02 13:38:25.0,SHP,SHP,null,null,
288,COCC11264715,'202301021317132706465231,'202301021320122706471176,COCV_621,9000,2023-01-02 13:37:55.0,SHP,SHP,null,grajales.marlly_m,
289,COCC11264716,'202301021318312706466675,'202301021534022706825477,COCV_643,9000,2023-01-02 15:36:41.0,SHP,SHP,BO,gomez.brayan_m,
290,COCC11264726,'202301021322292706479562,'202301021515282706775431,COCV_688,9000,2023-01-02 15:17:22.0,SHP,SHP,BO,ibague.laura_m,
291,COCC11264726,'202301021322292706479562,'202301021520182706784471,COCV_181,9000,2023-01-02 15:22:00.0,SHP,SHP,BO,castano.styven_m,
292,COCC11264797,'202301021350152706544203,'202301021522102706792778,COCV_101,9000,2023-01-02 15:31:55.0,SHP,SHP,BO,paez.monica_m,
293,COCC11264806,'202301021356062706558530,'202301021359252706563758,COCV_378,9000,2023-01-02 14:06:59.0,SHP,SHP,BO,sereno.zunilda_m,
294,COCC11264810,'202301021356532706559680,'202301021400272706568153,COCV_556,9000,2023-01-02 14:04:16.0,SHP,SHP,BO,herrera.laura_m,
295,COCC11264831,'202301021408592706585807,'202301021412222706598019,COCV_782,9000,2023-01-02 14:22:51.0,SHP,SHP,BO,diaz.derlyn_m,
296,COCC11264841,'202301021413332706600060,'202301021421142706622445,COCV_949,9000,2023-01-02 14:25:23.0,SHP,SHP,BO,vallecilla.soraya_m,
297,COCC11264841,'202301021413332706600060,'202301021427082706632870,COCV_666,9000,2023-01-02 14:29:06.0,SHP,SHP,CNCL,perez.rosa_m,
298,COCC11264852,'202301021419172706610981,'202301021423112706624813,COCV_621,9000,2023-01-02 14:34:45.0,SHP,SHP,BO,grajales.marlly_m,
299,COCC11264872,'202301021430432706646194,'202301021439122706665067,COCV_549,9000,2023-01-02 14:41:22.0,SHP,SHP,BO,gonzalez.daniela_m,
300,COCC11264872,'202301021430432706646194,'202301021443042706679051,COCV_666,9000,2023-01-02 14:45:19.0,SHP,SHP,CNCL,perez.rosa_m,
301,COCC11264891,'202301021437482706662099,'202301021445022706684265,COCV_155,9000,2023-01-02 14:51:14.0,SHP,SHP,BO,burgos.sandra_m,
302,COCC11264896,'202301021440522706673656,'202301021448592706693083,COCV_545,9000,2023-01-02 14:55:57.0,SHP,SHP,BO,pena.angie_m,
303,COCC11264904,'202301021444292706682687,'202301021448592706693126,COCV_660,9000,2023-01-02 15:07:54.0,SHP,SHP,null,obando.maribel_m,
304,COCC11264951,'202301021455092706713681,'202301021501242706737799,COCV_885,9000,2023-01-02 15:04:45.0,SHP,SHP,BO,rolong.bleidys_m,
305,COCC11264965,'202301021501062706737453,'202301021548022706862579,COCV_782,9000,2023-01-02 15:52:30.0,SHP,SHP,null,montenegro.erika_m,
306,COCC11265015,'202301021519542706781979,'202301021530072706810773,COCV_220,9000,2023-01-02 16:16:48.0,SHP,SHP,null,herrera.mariana_m,
307,COCC11265018,'202301021520352706787589,'202301021524132706797320,COCV_845,9000,2023-01-02 15:31:25.0,SHP,SHP,BO,polo.yuleidys_m,
308,COCC11265060,'202301021535122706827703,'202301021538122706833909,COCV_392,9000,2023-01-02 15:39:14.0,SHP,SHP,BO,aldana.leidy_m,
309,COCC11265060,'202301021535122706827703,'202301021540092706838914,COCV_643,9000,2023-01-02 15:42:00.0,SHP,SHP,CNCL,gomez.brayan_m,
310,COCC11265082,'202301021541482706848365,'202301021629062706979337,COCV_739,9000,2023-01-02 16:32:45.0,SHP,SHP,BO,prada.blancanineyi_m,
311,COCC11265091,'202301021543492706853228,'202301021548002706862390,COCV_155,9000,2023-01-02 15:51:47.0,SHP,SHP,BO,burgos.sandra_m,
312,COCC11265115,'202301021555482706884576,'202301021559242706892959,COCV_155,9000,2023-01-02 16:04:57.0,SHP,SHP,null,burgos.sandra_m,
313,COCC11265150,'202301021609262706922172,'202301021614182706939599,COCV_220,9000,2023-01-02 16:34:29.0,SHP,SHP,null,null,
314,COCC11265172,'202301021617292706946225,'202301021621232706961935,COCV_220,9000,2023-01-02 16:41:27.0,SHP,SHP,null,null,
315,COCC11265182,'202301021621422706962757,'202301021637122707004269,COCV_677,9000,2023-01-02 16:43:22.0,SHP,SHP,BO,loboa.lina_m,
316,COCC11265229,'202301021638552707009238,'202301021643042707023684,COCV_220,9000,2023-01-02 16:48:40.0,SHP,SHP,null,null,
