data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
70001,COCC10919333,9000,2022-08-15 11:58:43.0,null,'202208142018431979168166,Y,
70002,COCC10919333,9000,2022-08-15 11:58:43.0,null,'202208142018431979168166,Y,
70003,COCC10919333,9000,2022-08-15 11:58:43.0,null,'202208142018431979168166,Y,
70004,COCC10919333,9000,2022-08-15 11:58:43.0,null,'202208142018431979168166,Y,
70005,COCC10919333,9000,2022-08-15 11:58:43.0,null,'202208142018431979168166,Y,
70006,CO11180435,1600.002.01,2022-08-14 20:36:26.0,null,'202208142000431979143984,Y,
70007,CO11180488,1600.002.01,2022-08-14 20:21:05.0,null,'202208142000431979144002,N,
70008,COCC10919335,1600.002.01,2022-08-14 20:31:28.0,null,'202208142004151979149143,Y,
70009,COCC10919336,9000,2022-08-15 12:04:45.0,null,'202208142008371979154818,Y,
70010,COCC10919337,1600.002.01,2022-08-14 22:56:36.0,null,'202208142010081979157429,Y,
70011,CO11180436,1600.002.01,2022-08-15 14:24:33.0,null,'202208142004141979149109,Y,
70012,CO11180436,1600.002.01,2022-08-15 14:24:33.0,null,'202208142004141979149109,Y,
70013,COCC10919339,1600.002.01,2022-08-14 20:32:53.0,null,'202208142008381979154967,Y,
70014,COCC10919339,1600.002.01,2022-08-14 20:32:53.0,null,'202208142008381979154967,Y,
70015,Y100104597,1600,2022-08-14 20:07:02.0,null,'202208142004421979149976,N,
70016,Y100104597,1600,2022-08-14 20:07:02.0,null,'202208142004421979149976,N,
70017,Y100104597,1600,2022-08-14 20:07:02.0,null,'202208142004421979149976,N,
70018,COCC10919340,1600.002.01,2022-08-14 22:34:47.0,null,'202208142026431979181851,Y,
70019,COCC10919340,1600.002.01,2022-08-14 22:34:47.0,null,'202208142026431979181851,Y,
70020,COCC10919340,1600.002.01,2022-08-14 22:34:47.0,null,'202208142026431979181851,Y,
70021,COCC10919340,1600.002.01,2022-08-14 22:34:47.0,null,'202208142026431979181851,Y,
