data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
30001,COCC11275891,1600.002.01,2023-01-06 19:18:41.0,null,'202301061844172727278386,N,
30002,Y100134877,1600,2023-01-06 18:42:56.0,null,'202301061842042727272913,N,
30003,Y100134877,1600,2023-01-06 18:42:56.0,null,'202301061842042727272913,N,
30004,Y100134878,1600,2023-01-06 20:14:36.0,null,'202301061842212727273498,N,
30005,COCC11275894,1600.002.01,2023-01-06 19:29:05.0,null,'202301061849222727289944,Y,
30006,COCC11275894,1600.002.01,2023-01-06 19:29:05.0,null,'202301061849222727289944,Y,
30007,Y100134879,1600,2023-01-06 18:45:33.0,null,'202301061843252727276042,N,
30008,Y100134879,1600,2023-01-06 18:45:33.0,null,'202301061843252727276042,N,
30009,Y100134879,1600,2023-01-06 18:45:33.0,null,'202301061843252727276042,N,
30010,CO11414210,1600.002.01,2023-01-06 21:15:16.0,null,'202301061845312727282404,Y,
30011,CO11414207,1600.002,2023-01-06 22:22:10.0,null,'202301061845322727282429,Y,
30012,CO11414289,1600.002.01,2023-01-06 19:26:58.0,null,'202301061845322727282461,Y,
30013,CO11414205,1600.002.01,2023-01-06 21:09:05.0,null,'202301061845322727282489,Y,
30014,CO11414205,1600.002.01,2023-01-06 21:09:05.0,null,'202301061845322727282489,Y,
30015,CO11414205,1600.002.01,2023-01-06 21:09:05.0,null,'202301061845322727282489,Y,
30016,COCC11275896,1600.002.01,2023-01-06 20:05:14.0,null,'202301061849272727290437,Y,
30017,COCC11275897,1600.002.01,2023-01-06 19:31:19.0,null,'202301061849272727290406,Y,
30018,COCC11275898,1600.002.01,2023-01-06 20:17:36.0,null,'202301061849262727290380,Y,
30019,CO11414293,1600.002,2023-01-06 19:29:54.0,null,'202301061849232727290012,N,
30020,CO11414293,1600.002,2023-01-06 19:29:54.0,null,'202301061849232727290012,N,
30021,CO11414213,1600.002.01,2023-01-06 19:42:01.0,null,'202301061849232727290074,Y,
30022,CO11414213,1600.002.01,2023-01-06 19:42:01.0,null,'202301061849232727290074,Y,
30023,CO11414213,1600.002.01,2023-01-06 19:42:01.0,null,'202301061849232727290074,Y,
30024,CO11414212,1600.002.01,2023-01-06 21:10:37.0,null,'202301061849232727290046,Y,
30025,CO11414292,1600.002.01,2023-01-06 20:52:14.0,null,'202301061849242727290142,Y,
30026,CO11414292,1600.002.01,2023-01-06 20:52:14.0,null,'202301061849242727290142,Y,
30027,CO11414291,1600.002.01,2023-01-06 19:59:22.0,null,'202301061849242727290178,N,
30028,CO11414291,1600.002.01,2023-01-06 19:59:22.0,null,'202301061849242727290178,N,
30029,CO11414209,1600.002.01,2023-01-06 19:23:26.0,null,'202301061849252727290211,Y,
30030,CO11414290,1600.002.01,2023-01-06 20:36:27.0,null,'202301061849252727290241,N,
30031,CO11414216,1600.002.01,2023-01-06 20:24:36.0,null,'202301061849252727290268,N,
30032,CO11414216,1600.002.01,2023-01-06 20:24:36.0,null,'202301061849252727290268,N,
30033,CO11414214,1600.002.01,2023-01-06 21:15:38.0,null,'202301061849262727290332,N,
30034,CO11414214,1600.002.01,2023-01-06 21:15:38.0,null,'202301061849262727290332,N,
30035,CO11414214,1600.002.01,2023-01-06 21:15:38.0,null,'202301061849262727290332,N,
30036,CO11414214,1600.002.01,2023-01-06 21:15:38.0,null,'202301061849262727290332,N,
30037,CO11414211,1600.002.01,2023-01-06 19:18:14.0,null,'202301061849262727290304,Y,
30038,Y100134880,1500.1000,2023-01-06 18:47:25.0,null,'202301061847252727285951,N,
30039,COCC11275902,1600.002.01,2023-01-06 19:41:00.0,null,'202301061853292727308298,Y,
30040,COCC11275903,1600.002.01,2023-01-06 21:03:03.0,null,'202301061851272727302683,Y,
30041,COCC11275906,1600.002.01,2023-01-06 19:17:31.0,null,'202301061855082727312118,Y,
30042,CO11414296,1600.002.01,2023-01-06 21:10:43.0,null,'202301061851252727302557,N,
30043,CO11414217,1600.002.01,2023-01-06 21:10:39.0,null,'202301061851252727302579,Y,
30044,CO11414295,1600.002.01,2023-01-07 17:21:31.0,null,'202301061851262727302626,N,
30045,CO11414295,1600.002.01,2023-01-07 17:21:31.0,null,'202301061851262727302626,N,
30046,CO11414215,1600.002.01,2023-01-06 20:45:20.0,null,'202301061851262727302601,Y,
30047,CO11414294,1600.002.01,2023-01-06 19:08:31.0,null,'202301061851272727302654,N,
30048,COCC11275907,1600.002.01,2023-01-06 20:01:55.0,null,'202301061938272727456674,Y,
30049,COCC11275907,1600.002.01,2023-01-06 20:01:55.0,null,'202301061938272727456674,Y,
30050,COCC11275907,1600.002.01,2023-01-06 20:01:55.0,null,'202301061938272727456674,Y,
30051,COCC11275907,1600.002.01,2023-01-06 20:01:55.0,null,'202301061938272727456674,Y,
30052,Y100134881,1600,2023-01-06 19:56:59.0,null,'202301061849142727289705,N,
30053,COCC11275910,1600.002.01,2023-01-06 20:38:23.0,null,'202301061855042727311591,N,
30054,COCC11275910,1600.002.01,2023-01-06 20:38:23.0,null,'202301061855042727311591,N,
30055,CO11414223,1600.002.01,2023-01-06 19:37:04.0,null,'202301061853302727308399,Y,
30056,CO11414223,1600.002.01,2023-01-06 19:37:04.0,null,'202301061853302727308399,Y,
30057,CO11414223,1600.002.01,2023-01-06 19:37:04.0,null,'202301061853302727308399,Y,
30058,CO11414297,1600.002.01,2023-01-06 19:21:47.0,null,'202301061853292727308342,Y,
30059,CO11414220,1600.002,2023-01-06 22:39:50.0,null,'202301061853302727308433,Y,
30060,COCC11275912,1600.002.01,2023-01-06 19:36:10.0,null,'202301061855082727312162,N,
30061,COCC11275914,1600.002.01,2023-01-06 22:12:03.0,null,'202301061919162727387734,Y,
30062,COCC11275914,1600.002.01,2023-01-06 22:12:03.0,null,'202301061919162727387734,Y,
