data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
20001,CO11411255,1600.002.01,2023-01-05 00:58:18.0,null,'202301042328182717886666,Y,
20002,COCC11271874,1600.002.01,2023-01-05 01:43:36.0,null,'202301042334172717907518,Y,
20003,COCC11271875,1600.002.02,2023-01-05 00:27:35.0,null,'202301042334162717907449,N,
20004,COCC11271877,1600.002.01,2023-01-05 01:37:08.0,null,'202301042334152717907378,Y,
20005,Y100134510,1600,2023-01-04 23:48:30.0,null,'202301042328052717885602,N,
20006,CO11411267,1600.002.01,2023-01-05 02:10:53.0,null,'202301042330062717892483,Y,
20007,CO11411267,1600.002.01,2023-01-05 02:10:53.0,null,'202301042330062717892483,Y,
20008,CO11411266,1600.002.01,2023-01-05 00:48:34.0,null,'202301042330062717892530,Y,
20009,CO11411266,1600.002.01,2023-01-05 00:48:34.0,null,'202301042330062717892530,Y,
20010,CO11411265,1600.002.01,2023-01-05 00:17:41.0,null,'202301042330062717892566,Y,
20011,COCC11271880,1600.002.02,2023-01-05 00:49:14.0,null,'202301042336092717912339,N,
20012,COCC11271880,1600.002.02,2023-01-05 00:49:14.0,null,'202301042336092717912339,N,
20013,COCC11271880,1600.002.02,2023-01-05 00:49:14.0,null,'202301042336092717912339,N,
20014,COCC11271880,1600.002.02,2023-01-05 00:49:14.0,null,'202301042336092717912339,N,
20015,COCC11271880,1600.002.02,2023-01-05 00:49:14.0,null,'202301042336092717912339,N,
20016,COCC11271880,1600.002.02,2023-01-05 00:49:14.0,null,'202301042336092717912339,N,
20017,COCC11271880,1600.002.02,2023-01-05 00:49:14.0,null,'202301042336092717912339,N,
20018,COCC11271884,1600.002.01,2023-01-05 01:13:00.0,null,'202301042334162717907415,Y,
20019,COCC11271884,1600.002.01,2023-01-05 01:13:00.0,null,'202301042334162717907415,Y,
20020,COCC11271884,1600.002.01,2023-01-05 01:13:00.0,null,'202301042334162717907415,Y,
20021,COCC11271886,1600.002.01,2023-01-05 21:30:41.0,null,'202301042334172717907578,N,
20022,COCC11271887,1600.002.01,2023-01-05 18:32:06.0,null,'202301042334162717907476,Y,
20023,COCC11271887,1600.002.01,2023-01-05 18:32:06.0,null,'202301042334162717907476,Y,
20024,COCC11271887,1600.002.01,2023-01-05 18:32:06.0,null,'202301042334162717907476,Y,
20025,COCC11271887,1600.002.01,2023-01-05 18:32:06.0,null,'202301042334162717907476,Y,
20026,COCC11271888,1600.002.01,2023-01-05 02:00:15.0,null,'202301042334182717907601,Y,
20027,COCC11271889,1600.002.01,2023-01-05 00:49:13.0,null,'202301042336132717912836,Y,
20028,COCC11271889,1600.002.01,2023-01-05 00:49:13.0,null,'202301042336132717912836,Y,
20029,COCC11271892,9000,2023-01-04 23:39:42.0,null,'202301042338072717917229,Y,
20030,COCC11271892,9000,2023-01-04 23:39:42.0,null,'202301042338072717917229,Y,
20031,COCC11271892,1600.002.01,2023-01-05 01:16:11.0,null,'202301042342022717934071,Y,
20032,COCC11271892,1600.002.01,2023-01-05 01:16:11.0,null,'202301042342022717934071,Y,
20033,CO11411269,1600.002.01,2023-01-05 00:20:44.0,null,'202301042334152717907270,N,
20034,CO11411269,1600.002.01,2023-01-05 00:20:44.0,null,'202301042334152717907270,N,
20035,CO11411319,1600.002.01,2023-01-05 00:24:18.0,null,'202301042334152717907319,Y,
20036,CO11411319,1600.002.01,2023-01-05 00:24:18.0,null,'202301042334152717907319,Y,
20037,CO11411319,1600.002.01,2023-01-05 00:24:18.0,null,'202301042334152717907319,Y,
20038,COCC11271895,1600.002.01,2023-01-05 01:21:53.0,null,'202301042340072717922781,Y,
20039,COCC11271896,1600.002.02,2023-01-05 00:26:09.0,null,'202301042336112717912551,N,
20040,COCC11271898,1600.002.01,2023-01-05 01:56:23.0,null,'202301042336122717912715,N,
20041,COCC11271900,9000,2023-01-04 23:46:19.0,null,'202301042336102717912409,Y,
20042,COCC11271900,9000,2023-01-04 23:46:19.0,null,'202301042336102717912409,Y,
20043,COCC11271901,1600.002.01,2023-01-05 00:02:56.0,null,'202301042338072717917287,Y,
20044,COCC11271902,1600.002.01,2023-01-05 00:11:44.0,null,'202301042336102717912444,Y,
20045,Y100134512,1500.1000,2023-01-04 23:32:53.0,null,'202301042332532717904857,N,
20046,COCC11271903,1600.002.01,2023-01-05 00:10:01.0,null,'202301042338102717917549,N,
20047,COCC11271903,1600.002.01,2023-01-05 00:10:01.0,null,'202301042338102717917549,N,
20048,COCC11271903,1600.002.01,2023-01-05 00:10:01.0,null,'202301042338102717917549,N,
20049,COCC11271904,1600.002.01,2023-01-05 00:40:27.0,null,'202301042336122717912680,Y,
20050,COCC11271906,1600.002.01,2023-01-05 01:54:02.0,null,'202301042336112717912578,Y,
20051,COCC11271906,1600.002.01,2023-01-05 01:54:02.0,null,'202301042336112717912578,Y,
20052,COCC11271906,1600.002.01,2023-01-05 01:54:02.0,null,'202301042336112717912578,Y,
20053,COCC11271906,1600.002.01,2023-01-05 01:54:02.0,null,'202301042336112717912578,Y,
20054,COCC11271907,1600.002.02,2023-01-05 01:03:17.0,null,'202301042338062717917192,Y,
20055,COCC11271908,1600.002.01,2023-01-05 00:37:21.0,null,'202301042340082717922891,N,
20056,COCC11271908,1600.002.01,2023-01-05 00:37:21.0,null,'202301042340082717922891,N,
20057,COCC11271909,1600.002.01,2023-01-05 01:24:35.0,null,'202301042340072717922727,Y,
