data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
190001,CO11352723,1600.002.01,2022-12-01 15:41:21.0,null,'202211302316052501148440,Y,
190002,CO11352721,1600.002.01,2022-12-01 01:39:13.0,null,'202211302316062501148528,Y,
190003,CO11352621,1600.002.01,2022-12-01 00:19:07.0,null,'202211302316062501148590,Y,
190004,CO11352609,1600.002.01,2022-12-01 14:10:15.0,null,'202211302316062501148642,Y,
190005,COCC11182365,1600.002.01,2022-12-01 20:11:01.0,null,'202211302319502501172559,N,
190006,COCC11182365,1600.002.01,2022-12-01 20:11:01.0,null,'202211302319502501172559,N,
190007,COCC11182367,1600.002.01,2022-12-01 13:41:20.0,null,'202211302319522501172901,Y,
190008,COCC11182367,1600.002.01,2022-12-01 13:41:20.0,null,'202211302319522501172901,Y,
190009,COCC11182368,1600.002.01,2022-12-01 01:42:27.0,null,'202211302317192501156421,Y,
190010,COCC11182370,1600.002.01,2022-12-01 20:11:38.0,null,'202211302330072501252940,Y,
190011,COCC11182371,1600.002.01,2022-12-01 01:17:03.0,null,'202211302325122501217387,Y,
190012,COCC11182372,1600.002.01,2022-12-01 20:12:05.0,null,'202211302317202501156580,Y,
190013,COCC11182374,1600.002.01,2022-12-01 01:00:10.0,null,'202211302317182501156305,Y,
190014,COCC11182375,1600.002.01,2022-12-01 02:05:18.0,null,'202211302317222501156843,Y,
190015,COCC11182375,1600.002.01,2022-12-01 02:05:18.0,null,'202211302317222501156843,Y,
190016,COCC11182376,1600.002.01,2022-12-01 16:11:16.0,null,'202211302335102501293234,Y,
190017,COCC11182376,1600.002.01,2022-12-01 16:11:16.0,null,'202211302335102501293234,Y,
190018,COCC11182376,1600.002.01,2022-12-01 16:11:16.0,null,'202211302335102501293234,Y,
190019,COCC11182376,1600.002.01,2022-12-01 16:11:16.0,null,'202211302335102501293234,Y,
190020,COCC11182379,1600.002.01,2022-12-01 01:53:34.0,null,'202211302319532501172955,N,
190021,COCC11182381,1600.002.01,2022-12-01 20:12:36.0,null,'202211302319522501172842,Y,
190022,COCC11182383,1600.002.01,2022-12-01 00:50:29.0,null,'202211302321122501189666,Y,
190023,CO11352728,1600.002.01,2022-11-30 23:53:20.0,null,'202211302317222501156943,N,
190024,CO11352728,1600.002.01,2022-11-30 23:53:20.0,null,'202211302317222501156943,N,
190025,CO11352728,1600.002.01,2022-11-30 23:53:20.0,null,'202211302317222501156943,N,
190026,CO11352625,1600.002.01,2022-12-01 02:39:41.0,null,'202211302317232501157002,Y,
190027,CO11352726,1600.002.01,2022-11-30 23:39:01.0,null,'202211302317232501157061,Y,
190028,CO11352726,1600.002.01,2022-11-30 23:39:01.0,null,'202211302317232501157061,Y,
190029,CO11352624,1600.002.01,2022-12-01 02:17:11.0,null,'202211302317242501157123,Y,
190030,CO11352622,9000,2022-11-30 23:22:02.0,null,'202211302317242501157181,Y,
190031,CO11352622,9000,2022-11-30 23:22:02.0,null,'202211302317242501157181,Y,
190032,CO11352622,1600.002.01,2022-11-30 23:49:55.0,null,'202211302323462501206448,N,
190033,CO11352622,1600.002.01,2022-11-30 23:49:55.0,null,'202211302323462501206448,N,
190034,CO11352631,1600.002.01,2022-12-01 18:06:55.0,null,'202211302317242501157235,N,
190035,CO11352631,1600.002.01,2022-12-01 18:06:55.0,null,'202211302317242501157235,N,
190036,CO11352631,1600.002.01,2022-12-01 18:06:55.0,null,'202211302317242501157235,N,
190037,CO11352630,1600.002.01,2022-12-01 06:26:57.0,null,'202211302317252501157297,Y,
190038,CO11352630,1600.002.01,2022-12-01 06:26:57.0,null,'202211302317252501157297,Y,
190039,CO11352627,1600.002.01,2022-12-01 18:06:53.0,null,'202211302317252501157431,N,
190040,CO11352627,1600.002.01,2022-12-01 18:06:53.0,null,'202211302317252501157431,N,
190041,CO11352627,1600.002.01,2022-12-01 18:06:53.0,null,'202211302317252501157431,N,
190042,CO11352626,1600.002.01,2022-12-01 00:38:54.0,null,'202211302317252501157355,N,
190043,COCC11182385,1600.002.01,2022-12-01 00:04:11.0,null,'202211302321112501189603,Y,
190044,COCC11182385,1600.002.01,2022-12-01 00:04:11.0,null,'202211302321112501189603,Y,
190045,COCC11182385,1600.002.01,2022-12-01 00:04:11.0,null,'202211302321112501189603,Y,
190046,COCC11182387,9000,2022-12-01 01:56:53.0,null,'202211302323432501205698,Y,
190047,COCC11182387,9000,2022-12-01 01:56:53.0,null,'202211302323432501205698,Y,
190048,COCC11182387,9000,2022-12-01 01:56:53.0,null,'202211302323432501205698,Y,
190049,COCC11182387,9000,2022-12-01 01:56:53.0,null,'202211302323432501205698,Y,
190050,COCC11182388,1600.002.01,2022-12-01 01:43:56.0,null,'202211302328082501237355,N,
190051,COCC11182388,1600.002.01,2022-12-01 01:43:56.0,null,'202211302328082501237355,N,
190052,COCC11182388,1600.002.01,2022-12-01 01:43:56.0,null,'202211302328082501237355,N,
190053,COCC11182389,1600.002.01,2022-12-01 00:50:47.0,null,'202211302323432501205644,Y,
190054,COCC11182389,1600.002.01,2022-12-01 00:50:47.0,null,'202211302323432501205644,Y,
190055,COCC11182391,1600.002.02,2022-12-01 02:20:35.0,null,'202211302321112501189553,Y,
190056,COCC11182392,1600.002.01,2022-12-01 00:04:21.0,null,'202211302322072501195422,N,
190057,COCC11182392,1600.002.01,2022-12-01 00:04:21.0,null,'202211302322072501195422,N,
190058,COCC11182392,1600.002.01,2022-12-01 00:04:21.0,null,'202211302322072501195422,N,
190059,COCC11182393,1600.002.01,2022-12-01 00:22:45.0,null,'202211302321122501189710,Y,
190060,COCC11182394,1600.002.01,2022-12-01 00:22:40.0,null,'202211302323432501205772,Y,
190061,COCC11182395,1600.002.01,2022-12-01 01:55:25.0,null,'202211302325212501218844,Y,
190062,COCC11182395,1600.002.01,2022-12-01 01:55:25.0,null,'202211302325212501218844,Y,
190063,COCC11182396,9000,2022-11-30 23:36:10.0,null,'202211302327092501230961,Y,
190064,COCC11182396,9000,2022-11-30 23:36:10.0,null,'202211302327092501230961,Y,
190065,COCC11182396,9000,2022-11-30 23:36:10.0,null,'202211302327092501230961,Y,
190066,COCC11182396,1600.002.01,2022-12-01 14:02:20.0,null,'202211302338072501313711,Y,
190067,COCC11182396,1600.002.01,2022-12-01 14:02:20.0,null,'202211302338072501313711,Y,
190068,COCC11182396,1600.002.01,2022-12-01 14:02:20.0,null,'202211302338072501313711,Y,
190069,COCC11182397,1600.002.01,2022-12-01 00:42:05.0,null,'202211302328172501239015,N,
190070,COCC11182397,1600.002.01,2022-12-01 00:42:05.0,null,'202211302328172501239015,N,
190071,COCC11182397,1600.002.01,2022-12-01 00:42:05.0,null,'202211302328172501239015,N,
190072,COCC11182397,1600.002.01,2022-12-01 00:42:05.0,null,'202211302328172501239015,N,
190073,CO11352635,9000,2022-11-30 23:22:43.0,null,'202211302319552501173388,Y,
190074,CO11352635,9000,2022-11-30 23:22:43.0,null,'202211302319552501173388,Y,
190075,CO11352635,9000,2022-11-30 23:22:43.0,null,'202211302319552501173388,Y,
190076,CO11352635,9000,2022-11-30 23:22:43.0,null,'202211302319552501173388,Y,
190077,CO11352635,9000,2022-12-01 02:45:07.0,null,'202211302323472501206525,Y,
190078,CO11352635,9000,2022-12-01 02:45:07.0,null,'202211302323472501206525,Y,
190079,CO11352635,9000,2022-12-01 02:45:07.0,null,'202211302323472501206525,Y,
190080,CO11352635,9000,2022-12-01 02:45:07.0,null,'202211302323472501206525,Y,
190081,CO11352634,1600.002,2022-12-01 18:01:22.0,null,'202211302319552501173331,Y,
190082,CO11352634,1600.002,2022-12-01 18:01:22.0,null,'202211302319552501173331,Y,
190083,CO11352634,1600.002,2022-12-01 18:01:22.0,null,'202211302319552501173331,Y,
190084,COCC11182398,1600.002.01,2022-12-01 02:07:11.0,null,'202211302343072501353901,N,
190085,COCC11182398,1600.002.01,2022-12-01 02:07:11.0,null,'202211302343072501353901,N,
190086,COCC11182398,1600.002.01,2022-12-01 02:07:11.0,null,'202211302343072501353901,N,
190087,COCC11182398,1600.002.01,2022-12-01 02:07:11.0,null,'202211302343072501353901,N,
190088,CO11352735,1600.002.01,2022-12-01 14:56:38.0,null,'202211302319552501173282,N,
190089,COCC11182399,9000,2022-11-30 23:28:22.0,null,'202211302323422501205570,Y,
190090,COCC11182399,1600.002.01,2022-12-01 13:46:59.0,null,'202211302330072501252980,Y,
190091,CO11352732,1600.002.01,2022-11-30 23:48:50.0,null,'202211302319562501173452,Y,
190092,CO11352732,1600.002.01,2022-11-30 23:48:50.0,null,'202211302319562501173452,Y,
190093,COCC11182400,1600.002.02,2022-12-01 01:14:12.0,null,'202211302325212501218897,N,
190094,COCC11182400,1600.002.02,2022-12-01 01:14:12.0,null,'202211302325212501218897,N,
190095,COCC11182401,1600.002.01,2022-12-01 01:53:04.0,null,'202211302325212501218789,N,
