data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
170001,COCC11101827,1600.002.01,2022-10-31 22:57:51.0,null,'202210312122332325669409,Y,
170002,COCC11101827,1600.002.01,2022-10-31 22:57:51.0,null,'202210312122332325669409,Y,
170003,CO11301317,1600.002.01,2022-10-31 22:10:42.0,null,'202210312120522325663608,Y,
170004,CO11301316,1600.002.01,2022-10-31 22:06:59.0,null,'202210312120522325663630,Y,
170005,CO11301316,1600.002.01,2022-10-31 22:06:59.0,null,'202210312120522325663630,Y,
170006,CO11301223,1600.002.01,2022-10-31 23:02:12.0,null,'202210312120522325663682,Y,
170007,CO11301222,1600.002.01,2022-11-01 14:07:01.0,null,'202210312120522325663659,N,
170008,CO11301221,1600.002.01,2022-11-01 14:07:00.0,null,'202210312120532325663703,Y,
170009,COCC11101829,1600.002.01,2022-10-31 22:08:01.0,null,'202210312124222325675409,N,
170010,COCC11101829,1600.002.01,2022-10-31 22:08:01.0,null,'202210312124222325675409,N,
170011,COCC11101829,1600.002.01,2022-10-31 22:08:01.0,null,'202210312124222325675409,N,
170012,COCC11101830,1600.002.01,2022-10-31 23:51:13.0,null,'202210312125242325677473,Y,
170013,COCC11101832,1600.002.01,2022-10-31 22:37:07.0,null,'202210312142052325728420,Y,
170014,COCC11101832,1600.002.01,2022-10-31 22:37:07.0,null,'202210312142052325728420,Y,
170015,COCC11101834,1600.002.01,2022-11-01 00:19:11.0,null,'202210312131222325698298,Y,
170016,COCC11101834,1600.002.01,2022-11-01 00:19:11.0,null,'202210312131222325698298,Y,
170017,COCC11101835,1600.002.01,2022-11-02 01:14:55.0,null,'202210312125222325677266,N,
170018,COCC11101836,1600.002.01,2022-10-31 22:47:26.0,null,'202210312125242325677490,N,
170019,COCC11101837,1600.002.01,2022-10-31 21:58:16.0,null,'202210312126222325680141,Y,
170020,COCC11101839,9000,2022-10-31 21:28:50.0,null,'202210312125262325677698,Y,
170021,COCC11101839,9000,2022-10-31 21:28:50.0,null,'202210312125262325677698,Y,
170022,COCC11101839,9000,2022-10-31 21:28:50.0,null,'202210312125262325677698,Y,
170023,COCC11101839,9000,2022-10-31 21:28:50.0,null,'202210312125262325677698,Y,
170024,COCC11101839,1600.002.01,2022-11-01 01:00:34.0,null,'202210312131222325698250,Y,
170025,COCC11101839,1600.002.01,2022-11-01 01:00:34.0,null,'202210312131222325698250,Y,
170026,COCC11101839,1600.002.01,2022-11-01 01:00:34.0,null,'202210312131222325698250,Y,
170027,COCC11101839,1600.002.01,2022-11-01 01:00:34.0,null,'202210312131222325698250,Y,
170028,Y100120741,1600,2022-10-31 22:11:29.0,null,'202210312121522325668094,Y,
170029,Y100120742,1600,2022-10-31 21:40:09.0,null,'202210312121212325666008,N,
170030,Y100120742,1600,2022-10-31 21:40:09.0,null,'202210312121212325666008,N,
170031,Y100120742,1600,2022-10-31 21:40:09.0,null,'202210312121212325666008,N,
170032,COCC11101841,1600.002.01,2022-11-02 01:15:34.0,null,'202210312127222325682570,N,
170033,COCC11101841,1600.002.01,2022-11-02 01:15:34.0,null,'202210312127222325682570,N,
170034,CO11301226,1600.002.01,2022-11-01 00:01:32.0,null,'202210312123232325671545,Y,
170035,CO11301226,1600.002.01,2022-11-01 00:01:32.0,null,'202210312123232325671545,Y,
170036,CO11301226,1600.002.01,2022-11-01 00:01:32.0,null,'202210312123232325671545,Y,
170037,CO11301226,1600.002.01,2022-11-01 00:01:32.0,null,'202210312123232325671545,Y,
170038,CO11301226,1600.002.01,2022-11-01 00:01:32.0,null,'202210312123232325671545,Y,
170039,CO11301226,1600.002.01,2022-11-01 00:01:32.0,null,'202210312123232325671545,Y,
170040,CO11301226,1600.002.01,2022-11-01 00:01:32.0,null,'202210312123232325671545,Y,
170041,CO11301322,1600.002.01,2022-11-01 12:47:31.0,null,'202210312123222325671415,N,
170042,CO11301321,9000,2022-10-31 21:31:31.0,null,'202210312123222325671438,N,
170043,CO11301321,9000,2022-10-31 21:31:31.0,null,'202210312123222325671438,N,
170044,CO11301321,1600.002.01,2022-11-01 06:10:57.0,null,'202210312133232325702729,Y,
170045,CO11301321,1600.002.01,2022-11-01 06:10:57.0,null,'202210312133232325702729,Y,
170046,CO11301320,1600.002.01,2022-10-31 23:04:32.0,null,'202210312123232325671482,Y,
170047,COCC11101843,1600.002.01,2022-11-02 00:19:14.0,null,'202210312126222325680122,Y,
170048,COCC11101844,1600.002.02,2022-10-31 23:07:37.0,null,'202210312126222325680163,Y,
170049,COCC11101844,1600.002.02,2022-10-31 23:07:37.0,null,'202210312126222325680163,Y,
170050,COCC11101847,1600.002.01,2022-10-31 21:43:09.0,null,'202210312127242325682788,N,
170051,COCC11101849,1600.002.01,2022-10-31 23:10:02.0,null,'202210312128222325684863,N,
170052,COCC11101849,1600.002.01,2022-10-31 23:10:02.0,null,'202210312128222325684863,N,
170053,COCC11101850,1600.002.01,2022-10-31 22:41:27.0,null,'202210312127232325682766,Y,
170054,COCC11101851,1600.002.01,2022-10-31 23:29:28.0,null,'202210312132222325700727,N,
170055,COCC11101851,1600.002.01,2022-10-31 23:29:28.0,null,'202210312132222325700727,N,
170056,COCC11101851,1600.002.01,2022-10-31 23:29:28.0,null,'202210312132222325700727,N,
170057,COCC11101851,1600.002.01,2022-10-31 23:29:28.0,null,'202210312132222325700727,N,
170058,COCC11101851,1600.002.01,2022-10-31 23:29:28.0,null,'202210312132222325700727,N,
170059,COCC11101851,1600.002.01,2022-10-31 23:29:28.0,null,'202210312132222325700727,N,
170060,CO11301231,1600.002.01,2022-10-31 23:21:41.0,null,'202210312125252325677582,Y,
170061,CO11301231,1600.002.01,2022-10-31 23:21:41.0,null,'202210312125252325677582,Y,
170062,CO11301231,1600.002.01,2022-10-31 23:21:41.0,null,'202210312125252325677582,Y,
170063,CO11301231,1600.002.01,2022-10-31 23:21:41.0,null,'202210312125252325677582,Y,
170064,CO11301231,1600.002.01,2022-10-31 23:21:41.0,null,'202210312125252325677582,Y,
170065,CO11301231,1600.002.01,2022-10-31 23:21:41.0,null,'202210312125252325677582,Y,
170066,CO11301231,1600.002.01,2022-10-31 23:21:41.0,null,'202210312125252325677582,Y,
170067,CO11301228,1600.002.01,2022-10-31 22:17:35.0,null,'202210312125242325677507,Y,
170068,CO11301324,1600.002.01,2022-10-31 23:55:15.0,null,'202210312125252325677525,N,
170069,CO11301323,1600.002.01,2022-10-31 23:49:33.0,null,'202210312125252325677547,Y,
170070,CO11301323,1600.002.01,2022-10-31 23:49:33.0,null,'202210312125252325677547,Y,
170071,CO11301225,9000,2022-10-31 21:33:58.0,null,'202210312125262325677645,Y,
170072,CO11301225,9000,2022-10-31 21:33:58.0,null,'202210312125262325677645,Y,
170073,CO11301225,9000,2022-10-31 21:33:58.0,null,'202210312125262325677645,Y,
170074,CO11301225,9000,2022-10-31 21:33:58.0,null,'202210312125262325677645,Y,
170075,CO11301225,9000,2022-10-31 21:33:58.0,null,'202210312125262325677645,Y,
170076,CO11301225,1600.002.01,2022-10-31 22:27:16.0,null,'202210312135262325707959,Y,
170077,CO11301225,1600.002.01,2022-10-31 22:27:16.0,null,'202210312135262325707959,Y,
170078,CO11301225,1600.002.01,2022-10-31 22:27:16.0,null,'202210312135262325707959,Y,
170079,CO11301225,1600.002.01,2022-10-31 22:27:16.0,null,'202210312135262325707959,Y,
