data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
50001,CO11222568,1600.002.01,2022-09-10 12:51:24.0,null,'202209101122542093610779,Y,
50002,CO11222569,1600.002.01,2022-09-10 13:43:45.0,null,'202209101124542093611443,Y,
50003,COCC10978147,1600.002.01,2022-09-10 14:10:36.0,null,'202209101128552093612656,Y,
50004,COCC10978147,1600.002.01,2022-09-10 14:10:36.0,null,'202209101128552093612656,Y,
50005,CO11222644,1600.002.01,2022-09-10 12:44:42.0,null,'202209101126542093612062,Y,
50006,COCC10978148,1600.002.01,2022-09-10 14:39:40.0,null,'202209101138542093620402,Y,
50007,COCC10978148,1600.002.01,2022-09-10 14:39:40.0,null,'202209101138542093620402,Y,
50008,CO11222647,1600.002.01,2022-09-10 12:12:10.0,null,'202209101129552093612859,Y,
50009,CO11222646,1600.002.01,2022-09-10 14:07:23.0,null,'202209101129552093612876,N,
50010,COCC10978150,1600.002.01,2022-09-10 14:00:57.0,null,'202209101134552093618343,Y,
50011,COCC10978151,1600.002.01,2022-09-10 12:11:52.0,null,'202209101135542093618772,N,
50012,COCC10978154,9000,2022-09-10 12:31:49.0,null,'202209101137542093620202,Y,
50013,COCC10978154,9000,2022-09-10 12:31:49.0,null,'202209101137542093620202,Y,
50014,CO11222570,1600.002.01,2022-09-10 12:38:51.0,null,'202209101139552093621358,Y,
50015,CO11222571,1600.002.01,2022-09-10 12:02:07.0,null,'202209101142492093626816,Y,
50016,COCC10978156,1600.002.01,2022-09-10 12:21:50.0,null,'202209101150502093631678,Y,
50017,CO11222650,1600.002.01,2022-09-10 13:44:47.0,null,'202209101148482093628208,Y,
50018,CO11222650,1600.002.01,2022-09-10 13:44:47.0,null,'202209101148482093628208,Y,
50019,CO11222650,1600.002.01,2022-09-10 13:44:47.0,null,'202209101148482093628208,Y,
50020,CO11222648,1600.002.01,2022-09-11 12:27:12.0,null,'202209101148492093628240,N,
50021,CO11222648,1600.002.01,2022-09-11 12:27:12.0,null,'202209101148492093628240,N,
50022,CO11222572,1600.002,2022-09-10 13:38:31.0,null,'202209101150502093631697,Y,
50023,CO11222649,1600.002.01,2022-09-10 12:28:52.0,null,'202209101150512093631722,Y,
50024,COCC10978158,1600.002.01,2022-09-10 12:27:40.0,null,'202209101200462093638174,Y,
50025,COCC10978158,1600.002.01,2022-09-10 12:27:40.0,null,'202209101200462093638174,Y,
50026,COCC10978158,1600.002.01,2022-09-10 12:27:40.0,null,'202209101200462093638174,Y,
50027,COCC10978158,1600.002.01,2022-09-10 12:27:40.0,null,'202209101200462093638174,Y,
50028,CO11222573,1600.002.01,2022-09-10 12:27:19.0,null,'202209101158502093633990,Y,
50029,COCC10978159,1600.002.01,2022-09-10 12:33:16.0,null,'202209101204562093641948,N,
50030,COCC10978159,1600.002.01,2022-09-10 12:33:16.0,null,'202209101204562093641948,N,
50031,COCC10978159,1600.002.01,2022-09-10 12:33:16.0,null,'202209101204562093641948,N,
50032,COCC10978160,1600.002.01,2022-09-10 14:05:12.0,null,'202209101207472093644732,N,
50033,COCC10978160,1600.002.01,2022-09-10 14:05:12.0,null,'202209101207472093644732,N,
50034,COCC10978160,1600.002.01,2022-09-10 14:05:12.0,null,'202209101207472093644732,N,
50035,COCC10978161,1600.002.02,2022-09-10 17:56:20.0,null,'202209101210332093650540,Y,
50036,COCC10978162,1600.002.01,2022-09-10 15:00:28.0,null,'202209101213542093655361,N,
50037,COCC10978162,1600.002.01,2022-09-10 15:00:28.0,null,'202209101213542093655361,N,
50038,COCC10978162,1600.002.01,2022-09-10 15:00:28.0,null,'202209101213542093655361,N,
50039,COCC10978162,1600.002.01,2022-09-10 15:00:28.0,null,'202209101213542093655361,N,
50040,COCC10978162,1600.002.01,2022-09-10 15:00:28.0,null,'202209101213542093655361,N,
50041,CO11222655,1600.002.01,2022-09-10 12:58:06.0,null,'202209101208552093646210,N,
50042,CO11222655,1600.002.01,2022-09-10 12:58:06.0,null,'202209101208552093646210,N,
50043,CO11222655,1600.002.01,2022-09-10 12:58:06.0,null,'202209101208552093646210,N,
50044,CO11222655,1600.002.01,2022-09-10 12:58:06.0,null,'202209101208552093646210,N,
50045,CO11222654,1600.002.01,2022-09-11 12:27:14.0,null,'202209101208542093646184,Y,
50046,CO11222574,1600.002.01,2022-09-10 12:28:38.0,null,'202209101210332093650560,N,
50047,COCC10978163,1600.002.01,2022-09-10 14:10:59.0,null,'202209101217532093657454,Y,
50048,COCC10978163,1600.002.01,2022-09-10 14:10:59.0,null,'202209101217532093657454,Y,
50049,COCC10978163,1600.002.01,2022-09-10 14:10:59.0,null,'202209101217532093657454,Y,
50050,CO11222677,1600.002.01,2022-09-10 13:09:29.0,null,'202209101213082093654622,N,
50051,CO11222677,1600.002.01,2022-09-10 13:09:29.0,null,'202209101213082093654622,N,
50052,CO11222676,1600.002.01,2022-09-10 12:47:07.0,null,'202209101213082093654596,Y,
50053,CO11222676,1600.002.01,2022-09-10 12:47:07.0,null,'202209101213082093654596,Y,
50054,CO11222675,1600.002.01,2022-09-10 12:48:41.0,null,'202209101213082093654647,Y,
50055,COCC10978164,9000,2022-09-10 12:28:47.0,null,'202209101219532093658385,N,
50056,COCC10978164,9000,2022-09-10 12:28:47.0,null,'202209101219532093658385,N,
50057,COCC10978164,9000,2022-09-10 12:28:47.0,null,'202209101219532093658385,N,
50058,COCC10978165,1600.002.01,2022-09-10 13:14:07.0,null,'202209101219542093658496,N,
50059,CO11222678,1600.002.01,2022-09-10 13:48:55.0,null,'202209101217532093657486,Y,
50060,CO11222678,1600.002.01,2022-09-10 13:48:55.0,null,'202209101217532093657486,Y,
50061,CO11222656,9000,2022-09-10 12:50:10.0,null,'202209101219542093658522,Y,
50062,CO11222656,9000,2022-09-10 12:50:10.0,null,'202209101219542093658522,Y,
50063,CO11222656,9000,2022-09-10 12:50:10.0,null,'202209101219542093658522,Y,
50064,CO11222656,9000,2022-09-10 12:50:10.0,null,'202209101219542093658522,Y,
50065,CO11222656,9000,2022-09-10 12:50:10.0,null,'202209101219542093658522,Y,
50066,CO11222656,9000,2022-09-10 12:50:10.0,null,'202209101219542093658522,Y,
50067,CO11222656,9000,2022-09-10 12:50:10.0,null,'202209101219542093658522,Y,
50068,CO11222656,9000,2022-09-10 12:50:10.0,null,'202209101219542093658522,Y,
50069,CO11222656,1600.002.01,2022-09-10 15:26:26.0,null,'202209101251442093699450,Y,
50070,CO11222656,1600.002.01,2022-09-10 15:26:26.0,null,'202209101251442093699450,Y,
50071,CO11222656,1600.002.01,2022-09-10 15:26:26.0,null,'202209101251442093699450,Y,
50072,CO11222656,1600.002.01,2022-09-10 15:26:26.0,null,'202209101251442093699450,Y,
50073,CO11222656,1600.002.01,2022-09-10 15:26:26.0,null,'202209101251442093699450,Y,
50074,CO11222656,1600.002.01,2022-09-10 15:26:26.0,null,'202209101251442093699450,Y,
50075,CO11222656,1600.002.01,2022-09-10 15:26:26.0,null,'202209101251442093699450,Y,
50076,CO11222656,1600.002.01,2022-09-10 15:26:26.0,null,'202209101251442093699450,Y,
50077,CO11222679,1600.002.01,2022-09-10 13:38:54.0,null,'202209101223532093664041,Y,
