data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
50001,COCC11125489,9000,2022-11-09 21:53:44.0,null,'202211092149162372325487,Y,
50002,COCC11125489,9000,2022-11-09 21:53:44.0,null,'202211092149162372325487,Y,
50003,CO11314351,1600.002.01,2022-11-10 16:17:26.0,null,'202211092143492372296067,Y,
50004,CO11314351,1600.002.01,2022-11-10 16:17:26.0,null,'202211092143492372296067,Y,
50005,CO11314351,1600.002.01,2022-11-10 16:17:26.0,null,'202211092143492372296067,Y,
50006,CO11314456,1600.002.01,2022-11-09 23:17:12.0,null,'202211092143492372295977,N,
50007,CO11314454,1600.002.01,2022-11-09 22:35:07.0,null,'202211092143502372296159,Y,
50008,CO11314453,1600.002.01,2022-11-09 22:35:10.0,null,'202211092143502372296268,N,
50009,CO11314464,1600.002.01,2022-11-10 14:36:02.0,null,'202211092143502372296375,Y,
50010,CO11314462,1600.002.01,2022-11-10 01:12:39.0,null,'202211092143502372296467,Y,
50011,CO11314361,9000,2022-11-09 22:00:01.0,null,'202211092143512372296554,Y,
50012,CO11314361,9000,2022-11-09 22:00:01.0,null,'202211092143512372296554,Y,
50013,CO11314361,9000,2022-11-09 22:00:01.0,null,'202211092143512372296554,Y,
50014,CO11314361,9000,2022-11-09 22:00:01.0,null,'202211092143512372296554,Y,
50015,CO11314361,9000,2022-11-09 22:00:01.0,null,'202211092143512372296554,Y,
50016,CO11314361,1600.002.02,2022-11-10 00:48:11.0,null,'202211092200502372393793,N,
50017,CO11314361,1600.002.02,2022-11-10 00:48:11.0,null,'202211092200502372393793,N,
50018,CO11314361,1600.002.02,2022-11-10 00:48:11.0,null,'202211092200502372393793,N,
50019,CO11314361,1600.002.02,2022-11-10 00:48:11.0,null,'202211092200502372393793,N,
50020,CO11314361,1600.002.02,2022-11-10 00:48:11.0,null,'202211092200502372393793,N,
50021,CO11314461,1600.002.01,2022-11-10 14:05:11.0,null,'202211092143512372296660,Y,
50022,CO11314461,1600.002.01,2022-11-10 14:05:11.0,null,'202211092143512372296660,Y,
50023,CO11314358,1600.002.02,2022-11-09 22:21:47.0,null,'202211092143522372296791,Y,
50024,CO11314358,1600.002.02,2022-11-09 22:21:47.0,null,'202211092143522372296791,Y,
50025,CO11314357,1600.002.01,2022-11-10 00:10:45.0,null,'202211092143522372296925,Y,
50026,CO11314357,1600.002.01,2022-11-10 00:10:45.0,null,'202211092143522372296925,Y,
50027,CO11314460,1600.002.01,2022-11-09 22:25:11.0,null,'202211092143522372297024,Y,
50028,CO11314459,1600.002.01,2022-11-09 22:32:48.0,null,'202211092143532372297079,Y,
50029,CO11314354,1600.002.01,2022-11-09 22:27:07.0,null,'202211092143532372297217,Y,
50030,CO11314457,1600.002.02,2022-11-10 14:30:49.0,null,'202211092143532372297131,Y,
50031,CO11314455,1600.002.01,2022-11-09 23:07:56.0,null,'202211092143542372297351,Y,
50032,CO11314455,1600.002.01,2022-11-09 23:07:56.0,null,'202211092143542372297351,Y,
50033,CO11314455,1600.002.01,2022-11-09 23:07:56.0,null,'202211092143542372297351,Y,
50034,CO11314368,1600.002.01,2022-11-09 22:24:18.0,null,'202211092143542372297476,Y,
50035,CO11314368,1600.002.01,2022-11-09 22:24:18.0,null,'202211092143542372297476,Y,
50036,CO11314467,1600.002.02,2022-11-09 23:27:47.0,null,'202211092143542372297587,Y,
50037,CO11314367,1600.002.01,2022-11-09 22:57:21.0,null,'202211092143552372297664,Y,
50038,CO11314367,1600.002.01,2022-11-09 22:57:21.0,null,'202211092143552372297664,Y,
50039,CO11314367,1600.002.01,2022-11-09 22:57:21.0,null,'202211092143552372297664,Y,
50040,CO11314466,1600.002.01,2022-11-09 22:52:21.0,null,'202211092143552372297821,Y,
50041,CO11314466,1600.002.01,2022-11-09 22:52:21.0,null,'202211092143552372297821,Y,
50042,CO11314466,1600.002.01,2022-11-09 22:52:21.0,null,'202211092143552372297821,Y,
50043,CO11314466,1600.002.01,2022-11-09 22:52:21.0,null,'202211092143552372297821,Y,
50044,CO11314466,1600.002.01,2022-11-09 22:52:21.0,null,'202211092143552372297821,Y,
50045,CO11314466,1600.002.01,2022-11-09 22:52:21.0,null,'202211092143552372297821,Y,
50046,CO11314363,1600.002.01,2022-11-10 14:05:05.0,null,'202211092143562372297988,Y,
50047,CO11314363,1600.002.01,2022-11-10 14:05:05.0,null,'202211092143562372297988,Y,
50048,CO11314363,1600.002.01,2022-11-10 14:05:05.0,null,'202211092143562372297988,Y,
50049,CO11314363,1600.002.01,2022-11-10 14:05:05.0,null,'202211092143562372297988,Y,
50050,CO11314363,1600.002.01,2022-11-10 14:05:05.0,null,'202211092143562372297988,Y,
50051,CO11314362,1600.002.01,2022-11-09 22:40:15.0,null,'202211092143562372298147,N,
50052,CO11314362,1600.002.01,2022-11-09 22:40:15.0,null,'202211092143562372298147,N,
50053,CO11314362,1600.002.01,2022-11-09 22:40:15.0,null,'202211092143562372298147,N,
50054,CO11314362,1600.002.01,2022-11-09 22:40:15.0,null,'202211092143562372298147,N,
50055,CO11314362,1600.002.01,2022-11-09 22:40:15.0,null,'202211092143562372298147,N,
50056,CO11314362,1600.002.01,2022-11-09 22:40:15.0,null,'202211092143562372298147,N,
50057,CO11314463,1600.002.01,2022-11-09 23:14:50.0,null,'202211092143572372298483,Y,
50058,CO11314463,1600.002.01,2022-11-09 23:14:50.0,null,'202211092143572372298483,Y,
50059,CO11314360,1600.002.01,2022-11-09 23:23:53.0,null,'202211092143572372298364,Y,
50060,CO11314352,1600.002.01,2022-11-09 22:35:17.0,null,'202211092143572372298556,Y,
50061,CO11314352,1600.002.01,2022-11-09 22:35:17.0,null,'202211092143572372298556,Y,
50062,CO11314352,1600.002.01,2022-11-09 22:35:17.0,null,'202211092143572372298556,Y,
50063,CO11314469,1600.002.01,2022-11-09 22:46:05.0,null,'202211092143582372298632,Y,
50064,CO11314373,1600.002.01,2022-11-09 22:20:27.0,null,'202211092143582372298800,Y,
50065,CO11314373,1600.002.01,2022-11-09 22:20:27.0,null,'202211092143582372298800,Y,
50066,CO11314373,1600.002.01,2022-11-09 22:20:27.0,null,'202211092143582372298800,Y,
50067,CO11314371,1600.002.01,2022-11-09 22:45:45.0,null,'202211092143582372298716,N,
50068,CO11314370,1600.002.01,2022-11-09 22:54:05.0,null,'202211092143592372298866,N,
50069,CO11314369,1600.002,2022-11-09 22:41:58.0,null,'202211092143592372298937,Y,
50070,CO11314369,1600.002,2022-11-09 22:41:58.0,null,'202211092143592372298937,Y,
50071,CO11314369,1600.002,2022-11-09 22:41:58.0,null,'202211092143592372298937,Y,
50072,COCC11125490,1600.002.01,2022-11-10 13:12:56.0,null,'202211092149242372326644,Y,
50073,COCC11125490,1600.002.01,2022-11-10 13:12:56.0,null,'202211092149242372326644,Y,
50074,COCC11125490,1600.002.01,2022-11-10 13:12:56.0,null,'202211092149242372326644,Y,
50075,CO11314465,1600.002.02,2022-11-09 23:23:45.0,null,'202211092144002372299010,Y,
50076,CO11314365,1600.002.01,2022-11-10 00:02:12.0,null,'202211092144002372299076,Y,
50077,CO11314365,1600.002.01,2022-11-10 00:02:12.0,null,'202211092144002372299076,Y,
50078,CO11314364,1600.002.01,2022-11-10 14:38:56.0,null,'202211092144012372299203,Y,
50079,CO11314364,1600.002.01,2022-11-10 14:38:56.0,null,'202211092144012372299203,Y,
50080,CO11314364,1600.002.01,2022-11-10 14:38:56.0,null,'202211092144012372299203,Y,
50081,CO11314364,1600.002.01,2022-11-10 14:38:56.0,null,'202211092144012372299203,Y,
