data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
20001,CO11213485,1600.002.01,2022-09-05 22:24:00.0,null,'202209051848532069942868,Y,
20002,CO11213485,1600.002.01,2022-09-05 22:24:00.0,null,'202209051848532069942868,Y,
20003,COCC10965647,1600.002.01,2022-09-05 21:18:04.0,null,'202209051849562069945599,Y,
20004,COCC10965648,1600.002.01,2022-09-05 19:32:39.0,null,'202209051851512069956156,N,
20005,COCC10965648,1600.002.01,2022-09-05 19:32:39.0,null,'202209051851512069956156,N,
20006,COCC10965649,1600.002.01,2022-09-05 19:41:20.0,null,'202209051853502069962029,N,
20007,CO11213434,1600.002.01,2022-09-05 19:34:52.0,null,'202209051849542069945465,N,
20008,CO11213434,1600.002.01,2022-09-05 19:34:52.0,null,'202209051849542069945465,N,
20009,CO11213489,1600.002.01,2022-09-05 19:15:03.0,null,'202209051849552069945492,N,
20010,CO11213489,1600.002.01,2022-09-05 19:15:03.0,null,'202209051849552069945492,N,
20011,CO11213488,1600.002.01,2022-09-05 19:41:52.0,null,'202209051849552069945519,Y,
20012,COCC10965650,1600.002.01,2022-09-05 20:11:31.0,null,'202209051853512069962160,Y,
20013,COCC10965650,1600.002.01,2022-09-05 20:11:31.0,null,'202209051853512069962160,Y,
20014,Y100111103,1600,2022-09-05 19:04:22.0,null,'202209051849452069944981,N,
20015,COCC10965654,1600.002.01,2022-09-05 19:51:53.0,null,'202209051857232069971375,Y,
20016,COCC10965654,1600.002.01,2022-09-05 19:51:53.0,null,'202209051857232069971375,Y,
20017,COCC10965654,1600.002.01,2022-09-05 19:51:53.0,null,'202209051857232069971375,Y,
20018,COCC10965656,1600.002.01,2022-09-05 20:34:39.0,null,'202209051859552069980970,Y,
20019,COCC10965656,1600.002.01,2022-09-05 20:34:39.0,null,'202209051859552069980970,Y,
20020,COCC10965656,1600.002.01,2022-09-05 20:34:39.0,null,'202209051859552069980970,Y,
20021,COCC10965656,1600.002.01,2022-09-05 20:34:39.0,null,'202209051859552069980970,Y,
20022,COCC10965656,1600.002.01,2022-09-05 20:34:39.0,null,'202209051859552069980970,Y,
20023,COCC10965657,9000,2022-09-05 18:59:58.0,null,'202209051855562069967568,Y,
