data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
60001,COCC11206089,1600.002.01,2022-12-09 22:01:38.0,null,'202212092031132591142600,Y,
60002,COCC11206089,1600.002.01,2022-12-09 22:01:38.0,null,'202212092031132591142600,Y,
60003,COCC11206089,1600.002.01,2022-12-09 22:01:38.0,null,'202212092031132591142600,Y,
60004,COCC11206089,1600.002.01,2022-12-09 22:01:38.0,null,'202212092031132591142600,Y,
60005,COCC11206092,1600.002.01,2022-12-10 00:08:46.0,null,'202212092015132591081426,N,
60006,COCC11206092,1600.002.01,2022-12-10 00:08:46.0,null,'202212092015132591081426,N,
60007,COCC11206092,1600.002.01,2022-12-10 00:08:46.0,null,'202212092015132591081426,N,
60008,COCC11206093,1600.002.01,2022-12-09 21:11:33.0,null,'202212092017152591086674,Y,
60009,COCC11206093,1600.002.01,2022-12-09 21:11:33.0,null,'202212092017152591086674,Y,
60010,COCC11206093,1600.002.01,2022-12-09 21:11:33.0,null,'202212092017152591086674,Y,
60011,COCC11206094,1600.002.01,2022-12-09 20:42:17.0,null,'202212092016132591084254,Y,
60012,COCC11206094,1600.002.01,2022-12-09 20:42:17.0,null,'202212092016132591084254,Y,
60013,COCC11206094,1600.002.01,2022-12-09 20:42:17.0,null,'202212092016132591084254,Y,
60014,COCC11206095,1600.002.01,2022-12-09 21:25:07.0,null,'202212092034132591148997,Y,
60015,COCC11206095,1600.002.01,2022-12-09 21:25:07.0,null,'202212092034132591148997,Y,
60016,COCC11206095,1600.002.01,2022-12-09 21:25:07.0,null,'202212092034132591148997,Y,
60017,COCC11206095,1600.002.01,2022-12-09 21:25:07.0,null,'202212092034132591148997,Y,
60018,CO11367878,1600.002.01,2022-12-09 20:38:27.0,null,'202212092010272591066175,Y,
60019,CO11367878,1600.002.01,2022-12-09 20:38:27.0,null,'202212092010272591066175,Y,
60020,CO11367875,1600.002.01,2022-12-09 22:04:08.0,null,'202212092010282591066277,Y,
60021,CO11367875,1600.002.01,2022-12-09 22:04:08.0,null,'202212092010282591066277,Y,
60022,CO11367875,1600.002.01,2022-12-09 22:04:08.0,null,'202212092010282591066277,Y,
60023,CO11367876,1600.002.01,2022-12-10 01:32:15.0,null,'202212092010272591066230,N,
60024,CO11367874,1600.002.01,2022-12-09 21:45:36.0,null,'202212092010282591066252,Y,
60025,CO11367921,1600.002.01,2022-12-09 20:54:09.0,null,'202212092010282591066332,Y,
60026,CO11367920,1600.002.01,2022-12-09 20:42:31.0,null,'202212092010292591066366,N,
60027,CO11367919,1600.002.01,2022-12-09 20:40:45.0,null,'202212092010292591066389,Y,
60028,CO11367873,1600.002.01,2022-12-09 22:02:40.0,null,'202212092010292591066418,N,
60029,CO11367872,1600.002.01,2022-12-09 21:04:11.0,null,'202212092010302591066443,Y,
60030,CO11367871,1600.002.01,2022-12-09 23:44:04.0,null,'202212092010302591066483,N,
60031,CO11367871,1600.002.01,2022-12-09 23:44:04.0,null,'202212092010302591066483,N,
60032,COCC11206096,1600.002.01,2022-12-09 23:52:30.0,null,'202212092019142591091249,Y,
60033,COCC11206096,1600.002.01,2022-12-09 23:52:30.0,null,'202212092019142591091249,Y,
60034,COCC11206099,1600.002.01,2022-12-09 21:22:15.0,null,'202212092015182591082013,Y,
60035,Y100129029,1600,2022-12-09 20:37:39.0,null,'202212092010042591061224,N,
60036,COCC11206100,1600.002.01,2022-12-09 20:40:33.0,null,'202212092017152591086718,Y,
60037,COCC11206100,1600.002.01,2022-12-09 20:40:33.0,null,'202212092017152591086718,Y,
60038,COCC11206101,1600.002.01,2022-12-10 00:35:06.0,null,'202212092356462591743474,Y,
60039,COCC11206101,1600.002.01,2022-12-10 00:35:06.0,null,'202212092356462591743474,Y,
60040,COCC11206102,1600.002.01,2022-12-09 22:20:06.0,null,'202212092018132591088364,N,
60041,COCC11206102,1600.002.01,2022-12-09 22:20:06.0,null,'202212092018132591088364,N,
60042,COCC11206103,1600.002.01,2022-12-09 21:37:08.0,null,'202212092033152591146864,Y,
60043,COCC11206105,1600.002.01,2022-12-09 23:26:16.0,null,'202212092014142591078538,Y,
60044,COCC11206105,1600.002.01,2022-12-09 23:26:16.0,null,'202212092014142591078538,Y,
60045,COCC11206105,1600.002.01,2022-12-09 23:26:16.0,null,'202212092014142591078538,Y,
60046,COCC11206106,1600.002.01,2022-12-09 21:21:51.0,null,'202212092015152591081711,Y,
60047,COCC11206106,1600.002.01,2022-12-09 21:21:51.0,null,'202212092015152591081711,Y,
60048,COCC11206107,1600.002.01,2022-12-09 21:40:17.0,null,'202212092021142591104863,Y,
60049,COCC11206107,1600.002.01,2022-12-09 21:40:17.0,null,'202212092021142591104863,Y,
60050,COCC11206107,1600.002.01,2022-12-09 21:40:17.0,null,'202212092021142591104863,Y,
60051,COCC11206107,1600.002.01,2022-12-09 21:40:17.0,null,'202212092021142591104863,Y,
60052,Y100129030,1600,2022-12-09 20:28:34.0,null,'202212092010582591071157,N,
60053,COCC11206109,1600.002.01,2022-12-09 21:15:17.0,null,'202212092018142591088397,Y,
60054,COCC11206109,1600.002.01,2022-12-09 21:15:17.0,null,'202212092018142591088397,Y,
60055,COCC11206111,1600.002.01,2022-12-09 20:59:47.0,null,'202212092016142591084292,N,
60056,COCC11206111,1600.002.01,2022-12-09 20:59:47.0,null,'202212092016142591084292,N,
60057,COCC11206112,1600.002.01,2022-12-09 20:47:30.0,null,'202212092017142591086585,Y,
60058,COCC11206112,1600.002.01,2022-12-09 20:47:30.0,null,'202212092017142591086585,Y,
60059,COCC11206113,9000,2022-12-09 20:26:33.0,null,'202212092020132591095896,N,
60060,COCC11206113,9000,2022-12-09 20:26:33.0,null,'202212092020132591095896,N,
60061,COCC11206113,9000,2022-12-09 20:26:33.0,null,'202212092020132591095896,N,
60062,COCC11206113,9000,2022-12-09 20:26:33.0,null,'202212092020132591095896,N,
60063,COCC11206113,1600.002.01,2022-12-09 21:44:32.0,null,'202212092028132591123814,Y,
60064,COCC11206113,1600.002.01,2022-12-09 21:44:32.0,null,'202212092028132591123814,Y,
60065,COCC11206113,1600.002.01,2022-12-09 21:44:32.0,null,'202212092028132591123814,Y,
60066,COCC11206113,1600.002.01,2022-12-09 21:44:32.0,null,'202212092028132591123814,Y,
60067,CO11367924,1600.002.01,2022-12-09 22:53:55.0,null,'202212092013142591075381,N,
60068,CO11367879,1600.002.01,2022-12-09 20:31:36.0,null,'202212092013142591075407,Y,
60069,CO11367922,1600.002.01,2022-12-09 21:22:25.0,null,'202212092013152591075436,Y,
60070,CO11367922,1600.002.01,2022-12-09 21:22:25.0,null,'202212092013152591075436,Y,
60071,CO11367922,1600.002.01,2022-12-09 21:22:25.0,null,'202212092013152591075436,Y,
60072,COCC11206115,1600.002.01,2022-12-09 22:05:34.0,null,'202212092016142591084316,Y,
60073,COCC11206119,9000,2022-12-09 20:25:21.0,null,'202212092020152591096706,Y,
60074,COCC11206119,1600.002.02,2022-12-09 22:27:54.0,null,'202212092027132591121170,N,
