data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
120001,COCC11229289,1600.002.01,2022-12-18 15:55:05.0,null,'202212181445322634092855,Y,
120002,COCC11229289,1600.002.01,2022-12-18 15:55:05.0,null,'202212181445322634092855,Y,
120003,CO11383358,1600.002.01,2022-12-18 21:47:14.0,null,'202212181437362634072017,Y,
120004,CO11383357,9000,2022-12-18 14:40:05.0,null,'202212181437382634072188,Y,
120005,CO11383357,9000,2022-12-18 14:40:05.0,null,'202212181437382634072188,Y,
120006,CO11383357,9000,2022-12-18 14:40:05.0,null,'202212181437382634072188,Y,
120007,CO11383357,9000,2022-12-18 14:40:05.0,null,'202212181437382634072188,Y,
120008,CO11383357,9000,2022-12-18 14:40:05.0,null,'202212181437382634072188,Y,
120009,CO11383357,9000,2022-12-18 14:40:05.0,null,'202212181437382634072188,Y,
120010,CO11383420,1600.002.01,2022-12-18 15:30:37.0,null,'202212181437372634072054,Y,
120011,CO11383356,1600.002.01,2022-12-18 15:50:22.0,null,'202212181437372634072081,N,
120012,CO11383356,1600.002.01,2022-12-18 15:50:22.0,null,'202212181437372634072081,N,
120013,CO11383355,1600.002.01,2022-12-18 15:45:47.0,null,'202212181437372634072135,Y,
120014,CO11383363,1600.002.01,2022-12-18 19:02:26.0,null,'202212181437382634072282,Y,
120015,CO11383363,1600.002.01,2022-12-18 19:02:26.0,null,'202212181437382634072282,Y,
120016,CO11383363,1600.002.01,2022-12-18 19:02:26.0,null,'202212181437382634072282,Y,
120017,CO11383421,1600.002.01,2022-12-18 15:18:43.0,null,'202212181437392634072390,Y,
120018,CO11383421,1600.002.01,2022-12-18 15:18:43.0,null,'202212181437392634072390,Y,
120019,CO11383421,1600.002.01,2022-12-18 15:18:43.0,null,'202212181437392634072390,Y,
120020,CO11383360,1600.002.01,2022-12-18 19:02:24.0,null,'202212181437392634072352,Y,
120021,CO11383359,1600.002.01,2022-12-18 15:15:46.0,null,'202212181437392634072461,Y,
120022,CO11383359,1600.002.01,2022-12-18 15:15:46.0,null,'202212181437392634072461,Y,
120023,CO11383359,1600.002.01,2022-12-18 15:15:46.0,null,'202212181437392634072461,Y,
120024,CO11383359,1600.002.01,2022-12-18 15:15:46.0,null,'202212181437392634072461,Y,
120025,COCC11229290,9000,2022-12-19 13:36:52.0,null,'202212181439522634076444,N,
120026,Y100130942,1600,2022-12-18 15:03:42.0,null,'202212181437192634070694,N,
120027,COCC11229292,1600.002.01,2022-12-18 15:57:45.0,null,'202212181443452634089884,N,
120028,COCC11229292,1600.002.01,2022-12-18 15:57:45.0,null,'202212181443452634089884,N,
120029,COCC11229292,1600.002.01,2022-12-18 15:57:45.0,null,'202212181443452634089884,N,
120030,COCC11229294,1600.002.01,2022-12-18 16:49:02.0,null,'202212181441432634086130,Y,
120031,CO11383424,9000,2022-12-18 14:41:21.0,null,'202212181439502634076355,Y,
120032,CO11383365,1600.002.01,2022-12-18 15:35:23.0,null,'202212181439502634076371,Y,
