data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
80001,COCC11213566,1600.002.01,2022-12-13 02:44:23.0,null,'202212130128442605589285,Y,
80002,COCC11213567,9000,2022-12-13 01:49:14.0,null,'202212130128432605589228,N,
80003,COCC11213567,1600.002.02,2022-12-13 18:56:26.0,null,'202212130152142605640359,Y,
80004,COCC11213569,9000,2022-12-13 01:31:43.0,null,'202212130130202605594333,Y,
80005,COCC11213569,9000,2022-12-13 03:24:33.0,null,'202212130259142605751977,N,
80006,COCC11213570,1600.002.01,2022-12-13 02:23:39.0,null,'202212130131152605599098,Y,
80007,COCC11213570,1600.002.01,2022-12-13 02:23:39.0,null,'202212130131152605599098,Y,
80008,CO11373333,9000,2022-12-13 01:30:58.0,null,'202212130128402605589024,Y,
80009,CO11373331,9000,2022-12-13 01:30:18.0,null,'202212130128412605589042,Y,
80010,CO11373331,1600.002.01,2022-12-13 12:57:21.0,null,'202212130132162605601058,Y,
80011,CO11373330,1600.002.01,2022-12-13 13:37:51.0,null,'202212130128412605589060,N,
80012,CO11373334,1600.002.01,2022-12-13 02:12:55.0,null,'202212130128412605589081,Y,
80013,CO11373334,1600.002.01,2022-12-13 02:12:55.0,null,'202212130128412605589081,Y,
80014,CO11373334,1600.002.01,2022-12-13 02:12:55.0,null,'202212130128412605589081,Y,
80015,COCC11213572,9000,2022-12-13 01:39:26.0,null,'202212130137162605608669,N,
80016,COCC11213572,9000,2022-12-13 01:39:26.0,null,'202212130137162605608669,N,
80017,COCC11213572,9000,2022-12-13 01:39:26.0,null,'202212130137162605608669,N,
80018,COCC11213572,9000,2022-12-13 01:39:26.0,null,'202212130137162605608669,N,
80019,COCC11213572,9000,2022-12-13 01:39:26.0,null,'202212130137162605608669,N,
80020,COCC11213573,1600.002.01,2022-12-13 02:23:45.0,null,'202212130130202605594388,Y,
80021,COCC11213573,1600.002.01,2022-12-13 02:23:45.0,null,'202212130130202605594388,Y,
80022,COCC11213573,1600.002.01,2022-12-13 02:23:45.0,null,'202212130130202605594388,Y,
80023,COCC11213574,1600.002.01,2022-12-13 02:31:39.0,null,'202212130144152605625929,Y,
80024,COCC11213575,1600.002.01,2022-12-13 13:20:25.0,null,'202212130134152605604433,Y,
80025,COCC11213575,1600.002.01,2022-12-13 13:20:25.0,null,'202212130134152605604433,Y,
80026,COCC11213577,1600.002.01,2022-12-13 02:20:36.0,null,'202212130139172605611684,Y,
80027,COCC11213577,1600.002.01,2022-12-13 02:20:36.0,null,'202212130139172605611684,Y,
80028,COCC11213577,1600.002.01,2022-12-13 02:20:36.0,null,'202212130139172605611684,Y,
80029,COCC11213578,1600.002.01,2022-12-13 13:54:16.0,null,'202212131138432608041981,N,
80030,COCC11213578,1600.002.01,2022-12-13 13:54:16.0,null,'202212131138432608041981,N,
80031,COCC11213579,1600.002.01,2022-12-13 03:00:09.0,null,'202212130134152605604467,N,
80032,COCC11213580,1600.002.01,2022-12-13 02:48:13.0,null,'202212130138152605610234,Y,
80033,COCC11213580,1600.002.01,2022-12-13 02:48:13.0,null,'202212130138152605610234,Y,
80034,COCC11213581,1600.002.02,2022-12-13 20:29:09.0,null,'202212130137152605608617,Y,
80035,COCC11213581,1600.002.02,2022-12-13 20:29:09.0,null,'202212130137152605608617,Y,
