data:text/csv;charset=utf-8,Query: select sl.order_no, s.status, s.status_date, s.order_header_key, s.shipment_key, s.extn_picked_externally from yfs_shipment s,yfs_shipment_line sl where sl.shipment_key=s.shipment_key and  sl.order_header_key &gt;
RN,ORDER_NO,STATUS,STATUS_DATE,ORDER_HEADER_KEY,SHIPMENT_KEY,EXTN_PICKED_EXTERNALLY,
1,CO11157858,1600.002.01,2022-08-01 01:06:08.0,null,'202208010003131919930334,Y,
2,CO11157857,1600.002.01,2022-08-01 01:01:47.0,null,'202208010003131919930365,Y,
3,CO11157857,1600.002.01,2022-08-01 01:01:47.0,null,'202208010003131919930365,Y,
4,COCC10888855,1600.002.01,2022-08-01 03:19:28.0,null,'202208010010121919939618,Y,
5,COCC10888855,1600.002.01,2022-08-01 03:19:28.0,null,'202208010010121919939618,Y,
6,Y100102592,1600,2022-08-01 14:37:55.0,null,'202208010004081919933078,N,
7,Y100102592,1600,2022-08-01 14:37:55.0,null,'202208010004081919933078,N,
8,Y100102592,1600,2022-08-01 14:37:55.0,null,'202208010004081919933078,N,
9,Y100102592,1600,2022-08-01 14:37:55.0,null,'202208010004081919933078,N,
10,COCC10888859,1600.002.02,2022-08-01 02:20:14.0,null,'202208010027131919959370,Y,
11,COCC10888859,1600.002.02,2022-08-01 02:20:14.0,null,'202208010027131919959370,Y,
12,COCC10888859,1600.002.02,2022-08-01 02:20:14.0,null,'202208010027131919959370,Y,
13,COCC10888860,9000,2022-08-01 00:20:45.0,null,'202208010018141919948528,Y,
14,COCC10888860,9000,2022-08-01 00:20:45.0,null,'202208010018141919948528,Y,
15,COCC10888860,9000,2022-08-01 00:20:45.0,null,'202208010018141919948528,Y,
16,COCC10888860,9000,2022-08-01 00:20:45.0,null,'202208010018141919948528,Y,
17,COCC10888860,9000,2022-08-01 00:20:45.0,null,'202208010018141919948528,Y,
18,COCC10888860,9000,2022-08-01 00:20:45.0,null,'202208010018141919948528,Y,
19,COCC10888860,1600.002.02,2022-08-01 14:21:56.0,null,'202208010022131919955552,Y,
20,COCC10888860,1600.002.02,2022-08-01 14:21:56.0,null,'202208010022131919955552,Y,
21,COCC10888860,1600.002.02,2022-08-01 14:21:56.0,null,'202208010022131919955552,Y,
22,COCC10888860,1600.002.02,2022-08-01 14:21:56.0,null,'202208010022131919955552,Y,
23,COCC10888860,1600.002.02,2022-08-01 14:21:56.0,null,'202208010022131919955552,Y,
24,COCC10888860,1600.002.02,2022-08-01 14:21:56.0,null,'202208010022131919955552,Y,
25,CO11157859,1600.002.01,2022-08-01 00:43:46.0,null,'202208010008131919936666,Y,
26,COCC10888861,1600.002.01,2022-08-01 13:48:41.0,null,'202208010010131919939664,Y,
27,COCC10888861,1600.002.01,2022-08-01 13:48:41.0,null,'202208010010131919939664,Y,
28,COCC10888862,1600.002.01,2022-08-01 00:54:01.0,null,'202208010010131919939717,Y,
29,COCC10888863,1600.002.02,2022-08-01 14:12:49.0,null,'202208010017131919947683,N,
